,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,f940955a-5e8f-11f0-9dda-beb3bfa57af1,0,"[0, 0]",0,0,0,,0.5,2
1,f940955a-5e8f-11f0-9dda-beb3bfa57af1,0,"[0, 0]",1,0,0,,0.5,2
2,f940955a-5e8f-11f0-9dda-beb3bfa57af1,1,"[0, 1]",0,0,0,,0.5,2
3,f940955a-5e8f-11f0-9dda-beb3bfa57af1,1,"[0, 1]",1,1,1,,0.5,2
4,f940955a-5e8f-11f0-9dda-beb3bfa57af1,2,"[0, 0]",0,0,0,,0.5,2
5,f940955a-5e8f-11f0-9dda-beb3bfa57af1,2,"[0, 0]",1,0,0,,0.5,2
6,f940955a-5e8f-11f0-9dda-beb3bfa57af1,3,"[0, 1]",0,0,0,,0.5,2
7,f940955a-5e8f-11f0-9dda-beb3bfa57af1,3,"[0, 1]",1,1,1,,0.5,2
8,f940955a-5e8f-11f0-9dda-beb3bfa57af1,4,"[0, 0]",0,0,0,,0.5,2
9,f940955a-5e8f-11f0-9dda-beb3bfa57af1,4,"[0, 0]",1,0,0,,0.5,2
10,f940955a-5e8f-11f0-9dda-beb3bfa57af1,5,"[1, 1]",0,1,-1,,0.5,2
11,f940955a-5e8f-11f0-9dda-beb3bfa57af1,5,"[1, 1]",1,1,-1,,0.5,2
12,f940955a-5e8f-11f0-9dda-beb3bfa57af1,6,"[0, 0]",0,0,0,,0.5,2
13,f940955a-5e8f-11f0-9dda-beb3bfa57af1,6,"[0, 0]",1,0,0,,0.5,2
14,f940955a-5e8f-11f0-9dda-beb3bfa57af1,7,"[0, 1]",0,0,0,,0.5,2
15,f940955a-5e8f-11f0-9dda-beb3bfa57af1,7,"[0, 1]",1,1,1,,0.5,2
16,f940955a-5e8f-11f0-9dda-beb3bfa57af1,8,"[0, 0]",0,0,0,,0.5,2
17,f940955a-5e8f-11f0-9dda-beb3bfa57af1,8,"[0, 0]",1,0,0,,0.5,2
18,f940955a-5e8f-11f0-9dda-beb3bfa57af1,9,"[1, 1]",0,1,-1,,0.5,2
19,f940955a-5e8f-11f0-9dda-beb3bfa57af1,9,"[1, 1]",1,1,-1,,0.5,2
20,f940955a-5e8f-11f0-9dda-beb3bfa57af1,10,"[0, 1]",0,0,0,,0.5,2
21,f940955a-5e8f-11f0-9dda-beb3bfa57af1,10,"[0, 1]",1,1,1,,0.5,2
22,f940955a-5e8f-11f0-9dda-beb3bfa57af1,11,"[0, 0]",0,0,0,,0.5,2
23,f940955a-5e8f-11f0-9dda-beb3bfa57af1,11,"[0, 0]",1,0,0,,0.5,2
24,f940955a-5e8f-11f0-9dda-beb3bfa57af1,12,"[1, 1]",0,1,-1,,0.5,2
