,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",0,0,0,,0.625,8
1,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",1,1,1,,0.625,8
2,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",2,1,1,,0.625,8
3,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",3,0,0,,0.625,8
4,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",4,0,0,,0.625,8
5,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",5,1,1,,0.625,8
6,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",6,1,1,,0.625,8
7,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,0,"[0, 1, 1, 0, 0, 1, 1, 0]",7,0,0,,0.625,8
8,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",0,0,0,,0.625,8
9,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",1,0,0,,0.625,8
10,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",2,1,1,,0.625,8
11,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",3,1,1,,0.625,8
12,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",4,0,0,,0.625,8
13,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",5,1,1,,0.625,8
14,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",6,0,0,,0.625,8
15,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,1,"[0, 0, 1, 1, 0, 1, 0, 0]",7,0,0,,0.625,8
16,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",0,1,1,,0.625,8
17,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",1,1,1,,0.625,8
18,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",2,0,0,,0.625,8
19,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",3,0,0,,0.625,8
20,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",4,1,1,,0.625,8
21,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",5,0,0,,0.625,8
22,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",6,0,0,,0.625,8
23,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,2,"[1, 1, 0, 0, 1, 0, 0, 0]",7,0,0,,0.625,8
24,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",0,1,1,,0.625,8
25,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",1,1,1,,0.625,8
26,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",2,0,0,,0.625,8
27,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",3,1,1,,0.625,8
28,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",4,1,1,,0.625,8
29,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",5,0,0,,0.625,8
30,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",6,1,1,,0.625,8
31,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,3,"[1, 1, 0, 1, 1, 0, 1, 0]",7,0,0,,0.625,8
32,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,4,"[1, 1, 1, 0, 1, 0, 1, 0]",0,1,1,,0.625,8
33,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,4,"[1, 1, 1, 0, 1, 0, 1, 0]",1,1,1,,0.625,8
34,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,4,"[1, 1, 1, 0, 1, 0, 1, 0]",2,1,1,,0.625,8
35,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,4,"[1, 1, 1, 0, 1, 0, 1, 0]",3,0,0,,0.625,8
36,fd34bb24-94c1-11f0-84a1-b48c9db4e1b4,4,"[1, 1, 1, 0, 1, 0, 1, 0]",4,1,1,,0.625,8
