,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,de8f9afe-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.6,5
1,1,de8f9afe-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.6,5
2,2,de8f9afe-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.6,5
3,3,de8f9afe-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0]",3,1,1,FRA+Payoff+Attendance_downwards,0.6,5
4,4,de8f9afe-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
5,5,de8f9afe-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 0, 0, 0]",0,1,1,FRA+Payoff+Attendance_downwards,0.6,5
6,6,de8f9afe-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 0, 0, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.6,5
7,7,de8f9afe-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 0, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.6,5
8,8,de8f9afe-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 0, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.6,5
9,9,de8f9afe-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 0, 0, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
10,10,de8f9afe-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 1]",0,0,0,FRA+Payoff+Attendance_downwards,0.6,5
11,11,de8f9afe-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 1]",1,0,0,FRA+Payoff+Attendance_downwards,0.6,5
12,12,de8f9afe-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 1]",2,0,0,FRA+Payoff+Attendance_downwards,0.6,5
13,13,de8f9afe-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 1]",3,0,0,FRA+Payoff+Attendance_downwards,0.6,5
14,14,de8f9afe-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 1]",4,1,1,FRA+Payoff+Attendance_downwards,0.6,5
15,15,de8f9afe-caea-11f0-b3b3-d094662e0881,3,"[1, 1, 0, 1, 0]",0,1,1,FRA+Payoff+Attendance_downwards,0.6,5
16,16,de8f9afe-caea-11f0-b3b3-d094662e0881,3,"[1, 1, 0, 1, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.6,5
17,17,de8f9afe-caea-11f0-b3b3-d094662e0881,3,"[1, 1, 0, 1, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.6,5
18,18,de8f9afe-caea-11f0-b3b3-d094662e0881,3,"[1, 1, 0, 1, 0]",3,1,1,FRA+Payoff+Attendance_downwards,0.6,5
19,19,de8f9afe-caea-11f0-b3b3-d094662e0881,3,"[1, 1, 0, 1, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
20,20,de8f9afe-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.6,5
21,21,de8f9afe-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 1, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.6,5
22,22,de8f9afe-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 1, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.6,5
23,23,de8f9afe-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 1, 0]",3,1,1,FRA+Payoff+Attendance_downwards,0.6,5
24,24,de8f9afe-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 1, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
25,25,de8f9afe-caea-11f0-b3b3-d094662e0881,5,"[1, 0, 1, 0, 0]",0,1,1,FRA+Payoff+Attendance_downwards,0.6,5
26,26,de8f9afe-caea-11f0-b3b3-d094662e0881,5,"[1, 0, 1, 0, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.6,5
27,27,de8f9afe-caea-11f0-b3b3-d094662e0881,5,"[1, 0, 1, 0, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.6,5
28,28,de8f9afe-caea-11f0-b3b3-d094662e0881,5,"[1, 0, 1, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.6,5
29,29,de8f9afe-caea-11f0-b3b3-d094662e0881,5,"[1, 0, 1, 0, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
30,30,de8f9afe-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 0, 0, 1]",0,1,1,FRA+Payoff+Attendance_downwards,0.6,5
31,31,de8f9afe-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 0, 0, 1]",1,1,1,FRA+Payoff+Attendance_downwards,0.6,5
32,32,de8f9afe-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 0, 0, 1]",2,0,0,FRA+Payoff+Attendance_downwards,0.6,5
33,33,de8f9afe-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 0, 0, 1]",3,0,0,FRA+Payoff+Attendance_downwards,0.6,5
34,34,de8f9afe-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 0, 0, 1]",4,1,1,FRA+Payoff+Attendance_downwards,0.6,5
35,35,de8f9afe-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.6,5
36,36,de8f9afe-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.6,5
37,37,de8f9afe-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.6,5
38,38,de8f9afe-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 0]",3,1,1,FRA+Payoff+Attendance_downwards,0.6,5
39,39,de8f9afe-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 0]",4,0,0,FRA+Payoff+Attendance_downwards,0.6,5
40,40,de8f9afe-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 1, 0, 1]",0,1,-1,FRA+Payoff+Attendance_downwards,0.6,5
41,41,de8f9afe-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 1, 0, 1]",1,1,-1,FRA+Payoff+Attendance_downwards,0.6,5
42,42,de8f9afe-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 1, 0, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.6,5
