,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,d22a766c-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
1,1,d22a766c-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
2,2,d22a766c-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.25,4
3,3,d22a766c-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",3,1,-1,FRA+Payoff+Attendance_downwards,0.25,4
4,4,d22a766c-caea-11f0-b3b3-d094662e0881,1,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
5,5,d22a766c-caea-11f0-b3b3-d094662e0881,1,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
6,6,d22a766c-caea-11f0-b3b3-d094662e0881,1,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
7,7,d22a766c-caea-11f0-b3b3-d094662e0881,1,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
8,8,d22a766c-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
9,9,d22a766c-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
10,10,d22a766c-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
11,11,d22a766c-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
12,12,d22a766c-caea-11f0-b3b3-d094662e0881,3,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
13,13,d22a766c-caea-11f0-b3b3-d094662e0881,3,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
14,14,d22a766c-caea-11f0-b3b3-d094662e0881,3,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
15,15,d22a766c-caea-11f0-b3b3-d094662e0881,3,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
16,16,d22a766c-caea-11f0-b3b3-d094662e0881,4,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
17,17,d22a766c-caea-11f0-b3b3-d094662e0881,4,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
18,18,d22a766c-caea-11f0-b3b3-d094662e0881,4,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
19,19,d22a766c-caea-11f0-b3b3-d094662e0881,4,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
20,20,d22a766c-caea-11f0-b3b3-d094662e0881,5,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
21,21,d22a766c-caea-11f0-b3b3-d094662e0881,5,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
22,22,d22a766c-caea-11f0-b3b3-d094662e0881,5,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
23,23,d22a766c-caea-11f0-b3b3-d094662e0881,5,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
24,24,d22a766c-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
25,25,d22a766c-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
26,26,d22a766c-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
27,27,d22a766c-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
28,28,d22a766c-caea-11f0-b3b3-d094662e0881,7,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
29,29,d22a766c-caea-11f0-b3b3-d094662e0881,7,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
30,30,d22a766c-caea-11f0-b3b3-d094662e0881,7,"[0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.25,4
31,31,d22a766c-caea-11f0-b3b3-d094662e0881,7,"[0, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.25,4
32,32,d22a766c-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.25,4
33,33,d22a766c-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.25,4
