,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
1,1,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",1,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
2,2,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",2,1,1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
3,3,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",3,1,1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
4,4,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",4,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
5,5,69c706da-a466-11f0-be40-d094662e0881,0,"[0, 0, 1, 1, 0, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
6,6,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
7,7,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
8,8,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",2,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
9,9,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",3,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
10,10,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
11,11,69c706da-a466-11f0-be40-d094662e0881,1,"[0, 0, 0, 0, 0, 1]",5,1,1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
12,12,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",0,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
13,13,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",1,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
14,14,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",2,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
15,15,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
16,16,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",4,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
17,17,69c706da-a466-11f0-be40-d094662e0881,2,"[1, 1, 1, 0, 1, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
18,18,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
19,19,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
20,20,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",2,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
21,21,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",3,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
22,22,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",4,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
23,23,69c706da-a466-11f0-be40-d094662e0881,3,"[0, 1, 0, 1, 1, 1]",5,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
24,24,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
25,25,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",1,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
26,26,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",2,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
27,27,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",3,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
28,28,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",4,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
29,29,69c706da-a466-11f0-be40-d094662e0881,4,"[0, 1, 0, 1, 1, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
30,30,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
31,31,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",1,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
32,32,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",2,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
33,33,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",3,1,1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
34,34,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",4,1,1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
35,35,69c706da-a466-11f0-be40-d094662e0881,5,"[0, 0, 0, 1, 1, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
36,36,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",0,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
37,37,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",1,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
38,38,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",2,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
39,39,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",3,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
40,40,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
41,41,69c706da-a466-11f0-be40-d094662e0881,6,"[1, 1, 0, 1, 0, 1]",5,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
42,42,69c706da-a466-11f0-be40-d094662e0881,7,"[1, 1, 1, 1, 0, 0]",0,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
43,43,69c706da-a466-11f0-be40-d094662e0881,7,"[1, 1, 1, 1, 0, 0]",1,1,-1,FRA+Payoff+Attendance_upwards,0.3333333333333333,6
