,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.75,12
1,1,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.75,12
2,2,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",2,1,1,FRA+Payoff+Attendance_upwards,0.75,12
3,3,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",3,1,1,FRA+Payoff+Attendance_upwards,0.75,12
4,4,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.75,12
5,5,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",5,0,0,FRA+Payoff+Attendance_upwards,0.75,12
6,6,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",6,1,1,FRA+Payoff+Attendance_upwards,0.75,12
7,7,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",7,1,1,FRA+Payoff+Attendance_upwards,0.75,12
8,8,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",8,0,0,FRA+Payoff+Attendance_upwards,0.75,12
9,9,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",9,1,1,FRA+Payoff+Attendance_upwards,0.75,12
10,10,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,1,1,FRA+Payoff+Attendance_upwards,0.75,12
11,11,cb1efbe0-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",11,1,1,FRA+Payoff+Attendance_upwards,0.75,12
12,12,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.75,12
13,13,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",1,1,1,FRA+Payoff+Attendance_upwards,0.75,12
14,14,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",2,1,1,FRA+Payoff+Attendance_upwards,0.75,12
15,15,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",3,0,0,FRA+Payoff+Attendance_upwards,0.75,12
16,16,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.75,12
17,17,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",5,1,1,FRA+Payoff+Attendance_upwards,0.75,12
18,18,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",6,1,1,FRA+Payoff+Attendance_upwards,0.75,12
19,19,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",7,1,1,FRA+Payoff+Attendance_upwards,0.75,12
20,20,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",8,0,0,FRA+Payoff+Attendance_upwards,0.75,12
21,21,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",9,1,1,FRA+Payoff+Attendance_upwards,0.75,12
22,22,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",10,0,0,FRA+Payoff+Attendance_upwards,0.75,12
23,23,cb1efbe0-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",11,1,1,FRA+Payoff+Attendance_upwards,0.75,12
