,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,d1d49fee-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
1,1,d1d49fee-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_downwards,0.5,4
2,2,d1d49fee-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",2,1,1,FRA+Payoff+Attendance_downwards,0.5,4
3,3,d1d49fee-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1]",3,1,1,FRA+Payoff+Attendance_downwards,0.5,4
4,4,d1d49fee-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 1]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
5,5,d1d49fee-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
6,6,d1d49fee-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
7,7,d1d49fee-caea-11f0-b3b3-d094662e0881,1,"[0, 1, 1, 1]",3,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
8,8,d1d49fee-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
9,9,d1d49fee-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.5,4
10,10,d1d49fee-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
11,11,d1d49fee-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
12,12,d1d49fee-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 0]",0,1,1,FRA+Payoff+Attendance_downwards,0.5,4
13,13,d1d49fee-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 0]",1,0,0,FRA+Payoff+Attendance_downwards,0.5,4
14,14,d1d49fee-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
15,15,d1d49fee-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
16,16,d1d49fee-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
17,17,d1d49fee-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.5,4
18,18,d1d49fee-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
19,19,d1d49fee-caea-11f0-b3b3-d094662e0881,4,"[0, 1, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
20,20,d1d49fee-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 0, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
21,21,d1d49fee-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 0, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.5,4
22,22,d1d49fee-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
23,23,d1d49fee-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
24,24,d1d49fee-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 1, 0]",0,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
25,25,d1d49fee-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 1, 0]",1,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
26,26,d1d49fee-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 1, 0]",2,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
27,27,d1d49fee-caea-11f0-b3b3-d094662e0881,6,"[1, 1, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
28,28,d1d49fee-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 0, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
29,29,d1d49fee-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 0, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.5,4
30,30,d1d49fee-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
31,31,d1d49fee-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
32,32,d1d49fee-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 0, 0]",0,1,1,FRA+Payoff+Attendance_downwards,0.5,4
33,33,d1d49fee-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 0, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.5,4
34,34,d1d49fee-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 0, 0]",2,0,0,FRA+Payoff+Attendance_downwards,0.5,4
35,35,d1d49fee-caea-11f0-b3b3-d094662e0881,8,"[1, 1, 0, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
36,36,d1d49fee-caea-11f0-b3b3-d094662e0881,9,"[0, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
37,37,d1d49fee-caea-11f0-b3b3-d094662e0881,9,"[0, 1, 1, 0]",1,1,1,FRA+Payoff+Attendance_downwards,0.5,4
38,38,d1d49fee-caea-11f0-b3b3-d094662e0881,9,"[0, 1, 1, 0]",2,1,1,FRA+Payoff+Attendance_downwards,0.5,4
39,39,d1d49fee-caea-11f0-b3b3-d094662e0881,9,"[0, 1, 1, 0]",3,0,0,FRA+Payoff+Attendance_downwards,0.5,4
40,40,d1d49fee-caea-11f0-b3b3-d094662e0881,10,"[1, 1, 1, 1]",0,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
41,41,d1d49fee-caea-11f0-b3b3-d094662e0881,10,"[1, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
42,42,d1d49fee-caea-11f0-b3b3-d094662e0881,10,"[1, 1, 1, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
43,43,d1d49fee-caea-11f0-b3b3-d094662e0881,10,"[1, 1, 1, 1]",3,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
44,44,d1d49fee-caea-11f0-b3b3-d094662e0881,11,"[0, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_downwards,0.5,4
45,45,d1d49fee-caea-11f0-b3b3-d094662e0881,11,"[0, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_downwards,0.5,4
46,46,d1d49fee-caea-11f0-b3b3-d094662e0881,11,"[0, 0, 1, 1]",2,1,1,FRA+Payoff+Attendance_downwards,0.5,4
47,47,d1d49fee-caea-11f0-b3b3-d094662e0881,11,"[0, 0, 1, 1]",3,1,1,FRA+Payoff+Attendance_downwards,0.5,4
48,48,d1d49fee-caea-11f0-b3b3-d094662e0881,12,"[1, 1, 1, 1]",0,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
49,49,d1d49fee-caea-11f0-b3b3-d094662e0881,12,"[1, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
50,50,d1d49fee-caea-11f0-b3b3-d094662e0881,12,"[1, 1, 1, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
51,51,d1d49fee-caea-11f0-b3b3-d094662e0881,12,"[1, 1, 1, 1]",3,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
52,52,d1d49fee-caea-11f0-b3b3-d094662e0881,13,"[1, 0, 1, 1]",0,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
53,53,d1d49fee-caea-11f0-b3b3-d094662e0881,13,"[1, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_downwards,0.5,4
54,54,d1d49fee-caea-11f0-b3b3-d094662e0881,13,"[1, 0, 1, 1]",2,1,-1,FRA+Payoff+Attendance_downwards,0.5,4
