model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality
FRA+Payoff+Attendance_downwards,0.4,5,c25d2074-cae3-11f0-b9e2-d094662e0881,-0.16,-0.4000000000000001,0.10110500592068736
FRA+Payoff+Attendance_downwards,0.4,5,c2612d36-cae3-11f0-b9e2-d094662e0881,-0.38666666666666666,-0.9666666666666669,0.07302967433402216
FRA+Payoff+Attendance_downwards,0.4,5,c2653124-cae3-11f0-b9e2-d094662e0881,-0.24666666666666667,-0.6166666666666668,0.11205157542647741
FRA+Payoff+Attendance_downwards,0.4,5,c2693170-cae3-11f0-b9e2-d094662e0881,0.0,0.0,0.15092308563562362
FRA+Payoff+Attendance_downwards,0.4,5,c26d35b8-cae3-11f0-b9e2-d094662e0881,-0.16,-0.4000000000000001,0.06831300510639732
FRA+Payoff+Attendance_downwards,0.5,4,b6737010-cae3-11f0-b9e2-d094662e0881,-0.1,-0.2,0.15153535218873174
FRA+Payoff+Attendance_downwards,0.5,4,b678c650-cae3-11f0-b9e2-d094662e0881,0.008333333333333333,0.016666666666666666,0.031914236925211274
FRA+Payoff+Attendance_downwards,0.5,4,b67d58d2-cae3-11f0-b9e2-d094662e0881,-0.10833333333333334,-0.21666666666666667,0.03191423692521127
FRA+Payoff+Attendance_downwards,0.5,4,b680bebe-cae3-11f0-b9e2-d094662e0881,-0.15833333333333333,-0.31666666666666665,0.15244914148902491
FRA+Payoff+Attendance_downwards,0.5,4,b684036c-cae3-11f0-b9e2-d094662e0881,0.075,0.15,0.13437096247164249
FRA+Payoff+Attendance_downwards,0.5,4,b6874784-cae3-11f0-b9e2-d094662e0881,-0.19166666666666668,-0.38333333333333336,0.09574271077563382
FRA+Payoff+Attendance_downwards,0.5,4,b68a89f8-cae3-11f0-b9e2-d094662e0881,0.025,0.05,0.09179284245476836
FRA+Payoff+Attendance_downwards,0.5,4,b68dd356-cae3-11f0-b9e2-d094662e0881,-0.05,-0.1,0.05773502691896258
FRA+Payoff+Attendance_downwards,0.5,4,b6911aa2-cae3-11f0-b9e2-d094662e0881,0.11666666666666667,0.23333333333333334,0.1138550085106622
FRA+Payoff+Attendance_downwards,0.5,4,b6946400-cae3-11f0-b9e2-d094662e0881,0.125,0.25,0.2079440808023656
FRA+Payoff+Attendance_downwards,0.5,4,b697a656-cae3-11f0-b9e2-d094662e0881,0.03333333333333333,0.06666666666666667,0.08606629658238704
FRA+Payoff+Attendance_downwards,0.5,4,b69ae708-cae3-11f0-b9e2-d094662e0881,0.14166666666666666,0.2833333333333333,0.10671873729054748
FRA+Payoff+Attendance_downwards,0.5,4,b69e2a9e-cae3-11f0-b9e2-d094662e0881,-0.25833333333333336,-0.5166666666666667,0.10671873729054747
FRA+Payoff+Attendance_downwards,0.5,4,b6a16f4c-cae3-11f0-b9e2-d094662e0881,-0.08333333333333333,-0.16666666666666666,0.08819171036881968
FRA+Payoff+Attendance_downwards,0.5,4,b6a4b224-cae3-11f0-b9e2-d094662e0881,0.13333333333333333,0.26666666666666666,0.13608276348795434
FRA+Payoff+Attendance_downwards,0.5,4,b6a7faba-cae3-11f0-b9e2-d094662e0881,-0.225,-0.45,0.11666666666666665
FRA+Payoff+Attendance_downwards,0.5,4,b6ab4670-cae3-11f0-b9e2-d094662e0881,-0.15,-0.3,0.1551582227085438
FRA+Payoff+Attendance_downwards,0.5,4,b6ae8f2e-cae3-11f0-b9e2-d094662e0881,0.06666666666666667,0.13333333333333333,0.10886621079036349
FRA+Payoff+Attendance_downwards,0.5,4,b6b1d45e-cae3-11f0-b9e2-d094662e0881,-0.025,-0.05,0.06871842709362769
FRA+Payoff+Attendance_downwards,0.5,4,b6b51e98-cae3-11f0-b9e2-d094662e0881,-0.24166666666666667,-0.48333333333333334,0.11013459778666115
FRA+Payoff+Attendance_downwards,0.6,5,c2fe5566-cae3-11f0-b9e2-d094662e0881,0.20666666666666667,0.34444444444444444,0.05962847939999439
FRA+Payoff+Attendance_downwards,0.6,5,c3024900-cae3-11f0-b9e2-d094662e0881,0.20666666666666667,0.34444444444444444,0.16227548592850782
FRA+Payoff+Attendance_downwards,0.6,5,c306460e-cae3-11f0-b9e2-d094662e0881,0.24,0.4,0.20466775244011667
FRA+Payoff+Attendance_downwards,0.6,5,c30a3fa2-cae3-11f0-b9e2-d094662e0881,0.3,0.5,0.12472191289246472
FRA+Payoff+Attendance_downwards,0.6,5,c30e399a-cae3-11f0-b9e2-d094662e0881,-0.09333333333333334,-0.15555555555555556,0.11879019787470309
FRA+Payoff+Attendance_downwards,0.6,5,c312378e-cae3-11f0-b9e2-d094662e0881,0.06666666666666667,0.11111111111111112,0.12472191289246472
FRA+Payoff+Attendance_downwards,0.6,5,c316332a-cae3-11f0-b9e2-d094662e0881,0.36,0.6,0.23380903889000243
FRA+Payoff+Attendance_downwards,0.6,5,c31a3952-cae3-11f0-b9e2-d094662e0881,0.18666666666666668,0.3111111111111111,0.09309493362512626
FRA+Payoff+Attendance_downwards,0.6,5,c31e438a-cae3-11f0-b9e2-d094662e0881,0.32,0.5333333333333333,0.12382783747337807
FRA+Payoff+Attendance_downwards,0.6,5,c32249bc-cae3-11f0-b9e2-d094662e0881,0.24666666666666667,0.41111111111111115,0.10954451150103323
FRA+Payoff+Attendance_downwards,0.6,5,c3264c1a-cae3-11f0-b9e2-d094662e0881,0.04,0.06666666666666667,0.136218778278017
FRA+Payoff+Attendance_downwards,0.6,5,c32a4a86-cae3-11f0-b9e2-d094662e0881,0.22,0.3666666666666667,0.1120515754264774
