,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
1,1,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
2,2,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",2,1,-1,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
3,3,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",3,1,-1,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
4,4,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
5,5,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",5,0,0,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
6,6,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",6,1,-1,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
7,7,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,1,-1,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
8,8,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",8,0,0,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
9,9,cc5e8962-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",9,1,-1,FRA+Payoff+Attendance_upwards,0.2727272727272727,11
