,level,efficiency,heuristic strength,inverse temperature,wsls strength
0,1,0.3223809523809524,0.30233257263183977,10.245621121478122,0.923385947687978
1,2,0.36412698412698413,0.1862602113776709,22.77032580371201,3.9676747423066994
2,3,0.3331746031746032,0.22285393209026216,8.899283266188675,0.7108675722579072
