,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,b2ab70f2-caea-11f0-b3b3-d094662e0881,0,"[0, 0]",0,0,0,FRA+Payoff+Attendance_only score,0.5,2
1,1,b2ab70f2-caea-11f0-b3b3-d094662e0881,0,"[0, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
2,2,b2ab70f2-caea-11f0-b3b3-d094662e0881,1,"[1, 1]",0,1,-1,FRA+Payoff+Attendance_only score,0.5,2
3,3,b2ab70f2-caea-11f0-b3b3-d094662e0881,1,"[1, 1]",1,1,-1,FRA+Payoff+Attendance_only score,0.5,2
4,4,b2ab70f2-caea-11f0-b3b3-d094662e0881,2,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
5,5,b2ab70f2-caea-11f0-b3b3-d094662e0881,2,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
6,6,b2ab70f2-caea-11f0-b3b3-d094662e0881,3,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
7,7,b2ab70f2-caea-11f0-b3b3-d094662e0881,3,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
8,8,b2ab70f2-caea-11f0-b3b3-d094662e0881,4,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
9,9,b2ab70f2-caea-11f0-b3b3-d094662e0881,4,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
10,10,b2ab70f2-caea-11f0-b3b3-d094662e0881,5,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
11,11,b2ab70f2-caea-11f0-b3b3-d094662e0881,5,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
12,12,b2ab70f2-caea-11f0-b3b3-d094662e0881,6,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
13,13,b2ab70f2-caea-11f0-b3b3-d094662e0881,6,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
14,14,b2ab70f2-caea-11f0-b3b3-d094662e0881,7,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
15,15,b2ab70f2-caea-11f0-b3b3-d094662e0881,7,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
16,16,b2ab70f2-caea-11f0-b3b3-d094662e0881,8,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
17,17,b2ab70f2-caea-11f0-b3b3-d094662e0881,8,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
18,18,b2ab70f2-caea-11f0-b3b3-d094662e0881,9,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
19,19,b2ab70f2-caea-11f0-b3b3-d094662e0881,9,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
20,20,b2ab70f2-caea-11f0-b3b3-d094662e0881,10,"[1, 0]",0,1,1,FRA+Payoff+Attendance_only score,0.5,2
21,21,b2ab70f2-caea-11f0-b3b3-d094662e0881,10,"[1, 0]",1,0,0,FRA+Payoff+Attendance_only score,0.5,2
