,Unnamed: 0,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,0,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
1,1,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.625,8
2,2,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",2,1,1,FRA+Payoff+Attendance_upwards,0.625,8
3,3,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",3,1,1,FRA+Payoff+Attendance_upwards,0.625,8
4,4,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.625,8
5,5,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",5,0,0,FRA+Payoff+Attendance_upwards,0.625,8
6,6,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",6,1,1,FRA+Payoff+Attendance_upwards,0.625,8
7,7,bcbfde66-caea-11f0-b3b3-d094662e0881,0,"[0, 0, 1, 1, 0, 0, 1, 1]",7,1,1,FRA+Payoff+Attendance_upwards,0.625,8
8,8,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",0,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
9,9,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",1,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
10,10,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",2,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
11,11,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",3,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
12,12,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.625,8
13,13,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",5,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
14,14,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",6,0,0,FRA+Payoff+Attendance_upwards,0.625,8
15,15,bcbfde66-caea-11f0-b3b3-d094662e0881,1,"[1, 1, 1, 1, 0, 1, 0, 1]",7,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
16,16,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
17,17,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",1,0,0,FRA+Payoff+Attendance_upwards,0.625,8
18,18,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",2,0,0,FRA+Payoff+Attendance_upwards,0.625,8
19,19,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",3,0,0,FRA+Payoff+Attendance_upwards,0.625,8
20,20,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",4,0,0,FRA+Payoff+Attendance_upwards,0.625,8
21,21,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",5,1,1,FRA+Payoff+Attendance_upwards,0.625,8
22,22,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",6,1,1,FRA+Payoff+Attendance_upwards,0.625,8
23,23,bcbfde66-caea-11f0-b3b3-d094662e0881,2,"[0, 0, 0, 0, 0, 1, 1, 0]",7,0,0,FRA+Payoff+Attendance_upwards,0.625,8
24,24,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",0,1,1,FRA+Payoff+Attendance_upwards,0.625,8
25,25,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.625,8
26,26,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",2,0,0,FRA+Payoff+Attendance_upwards,0.625,8
27,27,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",3,1,1,FRA+Payoff+Attendance_upwards,0.625,8
28,28,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",4,1,1,FRA+Payoff+Attendance_upwards,0.625,8
29,29,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",5,1,1,FRA+Payoff+Attendance_upwards,0.625,8
30,30,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",6,0,0,FRA+Payoff+Attendance_upwards,0.625,8
31,31,bcbfde66-caea-11f0-b3b3-d094662e0881,3,"[1, 0, 0, 1, 1, 1, 0, 1]",7,1,1,FRA+Payoff+Attendance_upwards,0.625,8
32,32,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",0,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
33,33,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
34,34,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",2,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
35,35,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",3,0,0,FRA+Payoff+Attendance_upwards,0.625,8
36,36,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",4,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
37,37,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",5,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
38,38,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",6,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
39,39,bcbfde66-caea-11f0-b3b3-d094662e0881,4,"[1, 1, 1, 0, 1, 1, 1, 1]",7,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
40,40,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
41,41,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",1,1,1,FRA+Payoff+Attendance_upwards,0.625,8
42,42,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_upwards,0.625,8
43,43,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",3,0,0,FRA+Payoff+Attendance_upwards,0.625,8
44,44,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",4,1,1,FRA+Payoff+Attendance_upwards,0.625,8
45,45,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.625,8
46,46,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",6,1,1,FRA+Payoff+Attendance_upwards,0.625,8
47,47,bcbfde66-caea-11f0-b3b3-d094662e0881,5,"[0, 1, 1, 0, 1, 0, 1, 0]",7,0,0,FRA+Payoff+Attendance_upwards,0.625,8
48,48,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
49,49,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",1,0,0,FRA+Payoff+Attendance_upwards,0.625,8
50,50,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",2,1,1,FRA+Payoff+Attendance_upwards,0.625,8
51,51,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",3,1,1,FRA+Payoff+Attendance_upwards,0.625,8
52,52,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",4,0,0,FRA+Payoff+Attendance_upwards,0.625,8
53,53,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",5,0,0,FRA+Payoff+Attendance_upwards,0.625,8
54,54,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",6,1,1,FRA+Payoff+Attendance_upwards,0.625,8
55,55,bcbfde66-caea-11f0-b3b3-d094662e0881,6,"[0, 0, 1, 1, 0, 0, 1, 0]",7,0,0,FRA+Payoff+Attendance_upwards,0.625,8
56,56,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
57,57,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",1,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
58,58,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",2,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
59,59,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",3,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
60,60,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",4,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
61,61,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",5,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
62,62,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",6,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
63,63,bcbfde66-caea-11f0-b3b3-d094662e0881,7,"[0, 1, 1, 1, 1, 1, 1, 1]",7,1,-1,FRA+Payoff+Attendance_upwards,0.625,8
64,64,bcbfde66-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 0, 0, 0, 0, 1, 1]",0,0,0,FRA+Payoff+Attendance_upwards,0.625,8
65,65,bcbfde66-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 0, 0, 0, 0, 1, 1]",1,0,0,FRA+Payoff+Attendance_upwards,0.625,8
66,66,bcbfde66-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 0, 0, 0, 0, 1, 1]",2,0,0,FRA+Payoff+Attendance_upwards,0.625,8
67,67,bcbfde66-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 0, 0, 0, 0, 1, 1]",3,0,0,FRA+Payoff+Attendance_upwards,0.625,8
68,68,bcbfde66-caea-11f0-b3b3-d094662e0881,8,"[0, 0, 0, 0, 0, 0, 1, 1]",4,0,0,FRA+Payoff+Attendance_upwards,0.625,8
