model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality,bounded_inequality
FRA+Payoff+Attendance_downwards,0.6,5,f5cde69e-d3cd-11f0-bcd4-d094662e0881,0.05333333333333334,0.08888888888888889,0.12605113600792692,0.21008522667987822
FRA+Payoff+Attendance_downwards,0.6,5,f5d40af6-d3cd-11f0-bcd4-d094662e0881,-0.09333333333333334,-0.15555555555555556,0.08628119403696524,0.14380199006160874
FRA+Payoff+Attendance_downwards,0.6,5,f5da2dbe-d3cd-11f0-bcd4-d094662e0881,0.2733333333333333,0.45555555555555555,0.1299572579307862,0.21659542988464367
FRA+Payoff+Attendance_downwards,0.6,5,f5e05ffe-d3cd-11f0-bcd4-d094662e0881,0.10666666666666667,0.17777777777777778,0.21002645336031153,0.3500440889338526
FRA+Payoff+Attendance_downwards,0.6,5,f5e6977a-d3cd-11f0-bcd4-d094662e0881,0.10666666666666667,0.17777777777777778,0.11879019787470309,0.19798366312450516
FRA+Payoff+Attendance_downwards,0.6,5,f5ecb3ee-d3cd-11f0-bcd4-d094662e0881,0.17333333333333334,0.2888888888888889,0.15165750888103102,0.2527625148017184
FRA+Payoff+Attendance_downwards,0.6,5,f5f2d21a-d3cd-11f0-bcd4-d094662e0881,0.06,0.1,0.12110601416389967,0.2018433569398328
FRA+Payoff+Attendance_downwards,0.6,5,f5fa1fb6-d3cd-11f0-bcd4-d094662e0881,0.24666666666666667,0.41111111111111115,0.10697871023920809,0.17829785039868018
FRA+Payoff+Attendance_downwards,0.6,5,f600401c-d3cd-11f0-bcd4-d094662e0881,0.31333333333333335,0.5222222222222223,0.06497862896539308,0.10829771494232181
FRA+Payoff+Attendance_downwards,0.6,5,f6067874-d3cd-11f0-bcd4-d094662e0881,0.13333333333333333,0.22222222222222224,0.11547005383792515,0.19245008972987526
FRA+Payoff+Attendance_downwards,0.6,5,f60ca01e-d3cd-11f0-bcd4-d094662e0881,0.10666666666666667,0.17777777777777778,0.1140175425099138,0.19002923751652304
FRA+Payoff+Attendance_downwards,0.6,5,f612db64-d3cd-11f0-bcd4-d094662e0881,0.16,0.26666666666666666,0.1622754859285078,0.27045914321417963
FRA+Payoff+Attendance_downwards,0.6,5,f618ffd0-d3cd-11f0-bcd4-d094662e0881,-0.006666666666666667,-0.011111111111111112,0.09249624617007739,0.15416041028346233
FRA+Payoff+Attendance_downwards,0.625,8,f3c2a196-d3cd-11f0-bcd4-d094662e0881,0.21666666666666667,0.3466666666666667,0.11547005383792516,0.18475208614068026
FRA+Payoff+Attendance_downwards,0.625,8,f3cb753c-d3cd-11f0-bcd4-d094662e0881,0.42916666666666664,0.6866666666666666,0.13024701806293193,0.20839522890069107
FRA+Payoff+Attendance_downwards,0.625,8,f3d45a76-d3cd-11f0-bcd4-d094662e0881,0.2791666666666667,0.44666666666666666,0.13562026818605374,0.216992429097686
FRA+Payoff+Attendance_downwards,0.625,8,f3dd3c2c-d3cd-11f0-bcd4-d094662e0881,0.23333333333333334,0.37333333333333335,0.08728715609439695,0.13965944975103511
FRA+Payoff+Attendance_downwards,0.625,8,f3e63a16-d3cd-11f0-bcd4-d094662e0881,0.22916666666666666,0.36666666666666664,0.07000566870471026,0.11200906992753643
FRA+Payoff+Attendance_downwards,0.625,8,f3ef27ca-d3cd-11f0-bcd4-d094662e0881,0.3,0.48,0.043643578047198484,0.06982972487551758
FRA+Payoff+Attendance_downwards,0.625,8,f3f8055c-d3cd-11f0-bcd4-d094662e0881,0.2625,0.42000000000000004,0.11742947900626376,0.18788716641002204
FRA+Payoff+Attendance_downwards,0.625,8,f400e9ec-d3cd-11f0-bcd4-d094662e0881,0.26666666666666666,0.42666666666666664,0.10079052613579394,0.16126484181727027
FRA+Payoff+Attendance_downwards,0.625,8,f409cfe4-d3cd-11f0-bcd4-d094662e0881,0.16666666666666666,0.26666666666666666,0.06172133998483677,0.09875414397573884
FRA+Payoff+Attendance_downwards,0.625,8,f412a7f4-d3cd-11f0-bcd4-d094662e0881,0.19583333333333333,0.31333333333333335,0.0485912657903775,0.077746025264604
FRA+Payoff+Attendance_downwards,0.625,8,f41b8590-d3cd-11f0-bcd4-d094662e0881,0.4041666666666667,0.6466666666666667,0.12271725147477762,0.19634760235964419
FRA+Payoff+Attendance_downwards,0.625,8,f42465ca-d3cd-11f0-bcd4-d094662e0881,0.17916666666666667,0.2866666666666667,0.05892556509887897,0.09428090415820632
FRA+Payoff+Attendance_downwards,0.625,8,f42d513a-d3cd-11f0-bcd4-d094662e0881,0.24583333333333332,0.3933333333333333,0.1296362432175337,0.20741798914805396
