,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents,delta
133,4331440c-8864-11f1-99ea-b48c9db4e1b4,13,"[1, 0, 1, 0]",1,0,0,,0.5,4,0.8016897943521991
134,4331440c-8864-11f1-99ea-b48c9db4e1b4,13,"[1, 0, 1, 0]",2,1,1,,0.5,4,0.8016897943521991
135,4331440c-8864-11f1-99ea-b48c9db4e1b4,13,"[1, 0, 1, 0]",3,0,0,,0.5,4,0.8016897943521991
136,4331440c-8864-11f1-99ea-b48c9db4e1b4,14,"[1, 0, 0, 1]",0,1,1,,0.5,4,0.8016897943521991
137,4331440c-8864-11f1-99ea-b48c9db4e1b4,14,"[1, 0, 0, 1]",1,0,0,,0.5,4,0.8016897943521991
138,4331440c-8864-11f1-99ea-b48c9db4e1b4,14,"[1, 0, 0, 1]",2,0,0,,0.5,4,0.8016897943521991
139,4331440c-8864-11f1-99ea-b48c9db4e1b4,14,"[1, 0, 0, 1]",3,1,1,,0.5,4,0.8016897943521991
140,4331440c-8864-11f1-99ea-b48c9db4e1b4,15,"[0, 1, 0, 1]",0,0,0,,0.5,4,0.8016897943521991
141,4331440c-8864-11f1-99ea-b48c9db4e1b4,15,"[0, 1, 0, 1]",1,1,1,,0.5,4,0.8016897943521991
142,4331440c-8864-11f1-99ea-b48c9db4e1b4,15,"[0, 1, 0, 1]",2,0,0,,0.5,4,0.8016897943521991
143,4331440c-8864-11f1-99ea-b48c9db4e1b4,15,"[0, 1, 0, 1]",3,1,1,,0.5,4,0.8016897943521991
144,4331440c-8864-11f1-99ea-b48c9db4e1b4,16,"[0, 1, 1, 0]",0,0,0,,0.5,4,0.8016897943521991
145,4331440c-8864-11f1-99ea-b48c9db4e1b4,16,"[0, 1, 1, 0]",1,1,1,,0.5,4,0.8016897943521991
146,4331440c-8864-11f1-99ea-b48c9db4e1b4,16,"[0, 1, 1, 0]",2,1,1,,0.5,4,0.8016897943521991
147,4331440c-8864-11f1-99ea-b48c9db4e1b4,16,"[0, 1, 1, 0]",3,0,0,,0.5,4,0.8016897943521991
148,4331440c-8864-11f1-99ea-b48c9db4e1b4,17,"[1, 0, 1, 0]",0,1,1,,0.5,4,0.8016897943521991
149,4331440c-8864-11f1-99ea-b48c9db4e1b4,17,"[1, 0, 1, 0]",1,0,0,,0.5,4,0.8016897943521991
150,4331440c-8864-11f1-99ea-b48c9db4e1b4,17,"[1, 0, 1, 0]",2,1,1,,0.5,4,0.8016897943521991
151,4331440c-8864-11f1-99ea-b48c9db4e1b4,17,"[1, 0, 1, 0]",3,0,0,,0.5,4,0.8016897943521991
152,4331440c-8864-11f1-99ea-b48c9db4e1b4,18,"[1, 0, 1, 1]",0,1,-1,,0.5,4,0.8016897943521991
153,4331440c-8864-11f1-99ea-b48c9db4e1b4,18,"[1, 0, 1, 1]",1,0,0,,0.5,4,0.8016897943521991
154,4331440c-8864-11f1-99ea-b48c9db4e1b4,18,"[1, 0, 1, 1]",2,1,-1,,0.5,4,0.8016897943521991
155,4331440c-8864-11f1-99ea-b48c9db4e1b4,18,"[1, 0, 1, 1]",3,1,-1,,0.5,4,0.8016897943521991
156,4331440c-8864-11f1-99ea-b48c9db4e1b4,19,"[0, 0, 0, 1]",0,0,0,,0.5,4,0.8016897943521991
157,4331440c-8864-11f1-99ea-b48c9db4e1b4,19,"[0, 0, 0, 1]",1,0,0,,0.5,4,0.8016897943521991
158,4331440c-8864-11f1-99ea-b48c9db4e1b4,19,"[0, 0, 0, 1]",2,0,0,,0.5,4,0.8016897943521991
159,4331440c-8864-11f1-99ea-b48c9db4e1b4,19,"[0, 0, 0, 1]",3,1,1,,0.5,4,0.8016897943521991
160,43497533-8864-11f1-a04c-b48c9db4e1b4,0,"[0, 1, 0, 0]",0,0,0,,0.5,4,0.8016897943521991
161,43497533-8864-11f1-a04c-b48c9db4e1b4,0,"[0, 1, 0, 0]",1,1,1,,0.5,4,0.8016897943521991
162,43497533-8864-11f1-a04c-b48c9db4e1b4,0,"[0, 1, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
163,43497533-8864-11f1-a04c-b48c9db4e1b4,0,"[0, 1, 0, 0]",3,0,0,,0.5,4,0.8016897943521991
164,43497533-8864-11f1-a04c-b48c9db4e1b4,1,"[1, 1, 1, 0]",0,1,-1,,0.5,4,0.8016897943521991
165,43497533-8864-11f1-a04c-b48c9db4e1b4,1,"[1, 1, 1, 0]",1,1,-1,,0.5,4,0.8016897943521991
166,43497533-8864-11f1-a04c-b48c9db4e1b4,1,"[1, 1, 1, 0]",2,1,-1,,0.5,4,0.8016897943521991
167,43497533-8864-11f1-a04c-b48c9db4e1b4,1,"[1, 1, 1, 0]",3,0,0,,0.5,4,0.8016897943521991
168,43497533-8864-11f1-a04c-b48c9db4e1b4,2,"[1, 0, 1, 0]",0,1,1,,0.5,4,0.8016897943521991
169,43497533-8864-11f1-a04c-b48c9db4e1b4,2,"[1, 0, 1, 0]",1,0,0,,0.5,4,0.8016897943521991
170,43497533-8864-11f1-a04c-b48c9db4e1b4,2,"[1, 0, 1, 0]",2,1,1,,0.5,4,0.8016897943521991
171,43497533-8864-11f1-a04c-b48c9db4e1b4,2,"[1, 0, 1, 0]",3,0,0,,0.5,4,0.8016897943521991
172,43497533-8864-11f1-a04c-b48c9db4e1b4,3,"[1, 0, 1, 1]",0,1,-1,,0.5,4,0.8016897943521991
173,43497533-8864-11f1-a04c-b48c9db4e1b4,3,"[1, 0, 1, 1]",1,0,0,,0.5,4,0.8016897943521991
174,43497533-8864-11f1-a04c-b48c9db4e1b4,3,"[1, 0, 1, 1]",2,1,-1,,0.5,4,0.8016897943521991
175,43497533-8864-11f1-a04c-b48c9db4e1b4,3,"[1, 0, 1, 1]",3,1,-1,,0.5,4,0.8016897943521991
176,43497533-8864-11f1-a04c-b48c9db4e1b4,4,"[0, 0, 0, 1]",0,0,0,,0.5,4,0.8016897943521991
