,model,threshold,id_sim,num_agents,efficiency,entropy,attendance,inequality
62,MFP,0.5,9dfebf06-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.3629769037678516,0.5238095238095238,0.3520805240129974
63,MFP,0.5,9e42f018-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
64,MFP,0.5,9e85953a-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.5400940532747275,0.5238095238095238,0.18646571626144015
65,MFP,0.5,9ec8b568-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.41590115439937514,0.5357142857142857,0.3191423692521127
66,MFP,0.5,9f18e5d8-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.5604453145193309,0.5238095238095238,0.22165460386934824
67,MFP,0.5,9f5df510-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.36297690376785163,0.5119047619047619,0.33077247593928105
68,MFP,0.5,9fa28d10-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.49800349906889607,0.5357142857142857,0.22795883518008048
69,MFP,0.5,9fe54e0c-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.5441588198258709,0.5119047619047619,0.15733513969523025
70,MFP,0.5,a026c5b2-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.3071440950072229,0.5119047619047619,0.3895362283113659
71,MFP,0.5,a07407b4-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.24959091814845324,0.5,0.4087108949074201
72,MFP,0.5,a0c97dc0-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.49197686303703214,0.5119047619047619,0.16666666666666669
73,MFP,0.5,a10cf848-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
74,MFP,0.5,a15c6e28-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.20452399824276601,0.5119047619047619,0.4540487219170731
75,MFP,0.5,a1a3be5e-5a52-11ef-9242-beb3bfa57af2,4,0.3333333333333333,0.6265360167132994,0.47619047619047616,0.19440394783993475
76,MFP,0.5,a1e7031c-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.4777732088395211,0.5238095238095238,0.2817180849095055
77,MFP,0.5,a22a80b0-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.5293360519944836,0.5238095238095238,0.3678295309922688
78,MFP,0.5,a26c5dfa-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.48151781943230193
79,MFP,0.5,a2af916a-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.5882112435124229,0.5,0.038880789567986955
80,MFP,0.5,a2f81020-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.42511120077825193,0.5238095238095238,0.29354352395090366
81,MFP,0.5,a33bbeec-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.626843535153334,0.5238095238095238,0.19440394783993475
82,MFP,0.5,a37e82c2-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.631183153922385,0.5238095238095238,0.16947743257192557
83,MFP,0.5,a3c364fa-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.27085473306069285,0.5119047619047619,0.42658268731354565
84,MFP,0.5,a40577aa-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.5604453145193309,0.5357142857142857,0.2893289862469553
85,MFP,0.5,a4492464-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
86,MFP,0.5,a4979a68-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.4988091601275785,0.5,0.19633836312465053
87,MFP,0.5,a4e5514a-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.44554669006214964,0.5119047619047619,0.21072885789447227
88,MFP,0.5,a529208c-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.30714409500722284,0.5119047619047619,0.3895362283113659
89,MFP,0.5,a57c57f2-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.3629769037678516,0.5,0.038880789567986955
90,MFP,0.5,a5ea0b3a-5a52-11ef-9242-beb3bfa57af2,4,0.35714285714285715,0.7038005999951216,0.5,0.13746434980705377
91,MFP,0.5,a631b246-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.47273024839729955,0.4880952380952381,0.3330497660056712
92,MFP,0.5,a6780aa2-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.36297690376785163,0.5119047619047619,0.3330497660056712
93,MFP,0.5,a6c0ef4c-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.3950001887189565,0.5357142857142857,0.3330497660056712
94,MFP,0.5,a70636a6-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.481517819432302
95,MFP,0.5,a74b5e84-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.22323568544164518,0.5238095238095238,0.4416008807378906
96,MFP,0.5,a7a4a444-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.48151781943230193
97,MFP,0.5,a7ef433c-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.3361745937899282,0.5119047619047619,0.401009685608247
98,MFP,0.5,a83b04a2-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.39308791582714697,0.5119047619047619,0.33531159006789857
99,MFP,0.5,a87ee942-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.2708547330606928,0.5119047619047619,0.4283509132861471
