treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
downwards,0.875,1.0,589037721408239,1.0,1.0,0.0,3631.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,586994455133371,1.0,1.0,0.0,4885.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,810776187068695,1.0,1.0,0.0,9049.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,776347950518335,0.0,0.0,0.0,4979.0,7,12-13-2023,8,7,0.0
downwards,0.875,1.0,754052083594053,1.0,1.0,0.0,3332.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,644915145220339,1.0,1.0,0.0,10589.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,245554916079783,1.0,1.0,0.0,7876.0,7,12-13-2023,8,7,1.0
downwards,0.875,1.0,620856434907686,1.0,1.0,0.0,5644.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,589037721408239,1.0,1.0,0.0,1329.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,586994455133371,1.0,1.0,0.0,1693.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,810776187068695,1.0,1.0,0.0,4177.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,776347950518335,0.0,0.0,0.0,11863.0,7,12-13-2023,8,7,0.0
downwards,0.875,2.0,754052083594053,1.0,1.0,0.0,2478.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,644915145220339,1.0,1.0,0.0,3656.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,245554916079783,1.0,1.0,0.0,2237.0,7,12-13-2023,8,7,1.0
downwards,0.875,2.0,620856434907686,0.0,0.0,0.0,2033.0,7,12-13-2023,8,7,0.0
downwards,0.875,3.0,589037721408239,1.0,1.0,0.0,1620.0,7,12-13-2023,8,7,1.0
downwards,0.875,3.0,586994455133371,0.0,0.0,0.0,2289.0,7,12-13-2023,8,7,0.0
downwards,0.875,3.0,810776187068695,1.0,1.0,0.0,3907.0,7,12-13-2023,8,7,1.0
downwards,0.875,3.0,776347950518335,0.0,0.0,0.0,6147.0,7,12-13-2023,8,7,0.0
downwards,0.875,3.0,754052083594053,1.0,1.0,0.0,5780.0,7,12-13-2023,8,7,1.0
downwards,0.875,3.0,644915145220339,1.0,1.0,0.0,4940.0,7,12-13-2023,8,7,1.0
downwards,0.875,3.0,245554916079783,1.0,1.0,0.0,2494.0,7,12-13-2023,8,7,1.0
downwards,0.875,3.0,620856434907686,1.0,1.0,0.0,1548.0,7,12-13-2023,8,7,1.0
