treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.25,1.0,594500453971380,1.0,-1.0,0.0,10137.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,145986093109735,0.0,0.0,0.0,5413.0,9,12-13-2023,12,9,0.0
upwards,0.25,1.0,582835891854813,1.0,-1.0,0.0,14060.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,439289402307521,0.0,0.0,0.0,6208.0,9,12-13-2023,12,9,0.0
upwards,0.25,1.0,847356455459282,1.0,-1.0,0.0,20379.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,796959531486680,0.0,0.0,0.0,5515.0,9,12-13-2023,12,9,0.0
upwards,0.25,1.0,600156331059543,1.0,-1.0,0.0,16038.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,921243870915303,1.0,-1.0,0.0,3469.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,58384058923007,0.0,0.0,0.0,6070.0,9,12-13-2023,12,9,0.0
upwards,0.25,1.0,24527283354809,1.0,-1.0,0.0,9528.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,49415902554970,1.0,-1.0,0.0,7983.0,9,12-13-2023,12,9,1.0
upwards,0.25,1.0,45141283162018,0.0,0.0,0.0,5428.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,594500453971380,0.0,-1.0,0.0,4402.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,145986093109735,1.0,-1.0,0.0,2114.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,582835891854813,1.0,-2.0,0.0,5318.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,439289402307521,1.0,-1.0,0.0,4980.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,847356455459282,1.0,-2.0,0.0,15948.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,796959531486680,0.0,0.0,0.0,5041.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,600156331059543,0.0,-1.0,0.0,4068.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,921243870915303,0.0,-1.0,0.0,1932.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,58384058923007,1.0,-1.0,0.0,2249.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,24527283354809,1.0,-2.0,0.0,2235.0,9,12-13-2023,12,9,1.0
upwards,0.25,2.0,49415902554970,0.0,-1.0,0.0,5104.0,9,12-13-2023,12,9,0.0
upwards,0.25,2.0,45141283162018,0.0,0.0,0.0,4816.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,594500453971380,0.0,-1.0,0.0,5210.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,145986093109735,0.0,-1.0,0.0,3700.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,582835891854813,1.0,-3.0,0.0,1948.0,9,12-13-2023,12,9,1.0
upwards,0.25,3.0,439289402307521,1.0,-2.0,0.0,3372.0,9,12-13-2023,12,9,1.0
upwards,0.25,3.0,847356455459282,0.0,-2.0,0.0,5180.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,796959531486680,1.0,-1.0,0.0,1961.0,9,12-13-2023,12,9,1.0
upwards,0.25,3.0,600156331059543,0.0,-1.0,0.0,8281.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,921243870915303,0.0,-1.0,0.0,1439.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,58384058923007,0.0,-1.0,0.0,2350.0,9,12-13-2023,12,9,0.0
upwards,0.25,3.0,24527283354809,1.0,-3.0,0.0,1107.0,9,12-13-2023,12,9,1.0
upwards,0.25,3.0,49415902554970,1.0,-2.0,0.0,5213.0,9,12-13-2023,12,9,1.0
upwards,0.25,3.0,45141283162018,0.0,0.0,0.0,2299.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,594500453971380,0.0,-1.0,0.0,5508.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,145986093109735,1.0,-2.0,0.0,1821.0,9,12-13-2023,12,9,1.0
upwards,0.25,4.0,582835891854813,1.0,-4.0,0.0,2587.0,9,12-13-2023,12,9,1.0
upwards,0.25,4.0,439289402307521,0.0,-2.0,0.0,2085.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,847356455459282,0.0,-2.0,0.0,4580.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,796959531486680,1.0,-2.0,0.0,5877.0,9,12-13-2023,12,9,1.0
upwards,0.25,4.0,600156331059543,1.0,-2.0,0.0,2761.0,9,12-13-2023,12,9,1.0
upwards,0.25,4.0,921243870915303,0.0,-1.0,0.0,1478.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,58384058923007,0.0,-1.0,0.0,2012.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,24527283354809,1.0,-4.0,0.0,2619.0,9,12-13-2023,12,9,1.0
upwards,0.25,4.0,49415902554970,0.0,-2.0,0.0,2784.0,9,12-13-2023,12,9,0.0
upwards,0.25,4.0,45141283162018,1.0,-1.0,0.0,1888.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,594500453971380,1.0,-2.0,0.0,1943.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,145986093109735,1.0,-3.0,0.0,1211.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,582835891854813,1.0,-5.0,0.0,9792.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,439289402307521,0.0,-2.0,0.0,8420.0,9,12-13-2023,12,9,0.0
upwards,0.25,5.0,847356455459282,1.0,-3.0,0.0,7278.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,796959531486680,1.0,-3.0,0.0,3251.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,600156331059543,0.0,-2.0,0.0,2484.0,9,12-13-2023,12,9,0.0
upwards,0.25,5.0,921243870915303,0.0,-1.0,0.0,1969.0,9,12-13-2023,12,9,0.0
upwards,0.25,5.0,58384058923007,1.0,-2.0,0.0,1794.0,9,12-13-2023,12,9,1.0
upwards,0.25,5.0,24527283354809,0.0,-4.0,0.0,6400.0,9,12-13-2023,12,9,0.0
upwards,0.25,5.0,49415902554970,0.0,-2.0,0.0,1797.0,9,12-13-2023,12,9,0.0
upwards,0.25,5.0,45141283162018,0.0,-1.0,0.0,2019.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,594500453971380,0.0,-2.0,0.0,5064.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,145986093109735,1.0,-4.0,0.0,2591.0,9,12-13-2023,12,9,1.0
upwards,0.25,6.0,582835891854813,0.0,-5.0,0.0,11641.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,439289402307521,0.0,-2.0,0.0,6298.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,847356455459282,0.0,-3.0,0.0,4382.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,796959531486680,0.0,-3.0,0.0,2756.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,600156331059543,1.0,-3.0,0.0,4838.0,9,12-13-2023,12,9,1.0
upwards,0.25,6.0,921243870915303,1.0,-2.0,0.0,3144.0,9,12-13-2023,12,9,1.0
upwards,0.25,6.0,58384058923007,0.0,-2.0,0.0,2086.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,24527283354809,1.0,-5.0,0.0,2831.0,9,12-13-2023,12,9,1.0
upwards,0.25,6.0,49415902554970,0.0,-2.0,0.0,1645.0,9,12-13-2023,12,9,0.0
upwards,0.25,6.0,45141283162018,0.0,-1.0,0.0,5715.0,9,12-13-2023,12,9,0.0
upwards,0.25,7.0,594500453971380,0.0,-2.0,0.0,6259.0,9,12-13-2023,12,9,0.0
upwards,0.25,7.0,145986093109735,0.0,-4.0,0.0,1508.0,9,12-13-2023,12,9,0.0
upwards,0.25,7.0,582835891854813,1.0,-6.0,0.0,2938.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,439289402307521,1.0,-3.0,0.0,5432.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,847356455459282,0.0,-3.0,0.0,2415.0,9,12-13-2023,12,9,0.0
upwards,0.25,7.0,796959531486680,0.0,-3.0,0.0,3038.0,9,12-13-2023,12,9,0.0
upwards,0.25,7.0,600156331059543,1.0,-4.0,0.0,3098.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,921243870915303,1.0,-3.0,0.0,1758.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,58384058923007,1.0,-3.0,0.0,1366.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,24527283354809,1.0,-6.0,0.0,6083.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,49415902554970,1.0,-3.0,0.0,1455.0,9,12-13-2023,12,9,1.0
upwards,0.25,7.0,45141283162018,0.0,-1.0,0.0,4986.0,9,12-13-2023,12,9,0.0
upwards,0.25,8.0,594500453971380,1.0,-3.0,0.0,3980.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,145986093109735,0.0,-4.0,0.0,1668.0,9,12-13-2023,12,9,0.0
upwards,0.25,8.0,582835891854813,1.0,-7.0,0.0,1490.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,439289402307521,1.0,-4.0,0.0,1904.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,847356455459282,0.0,-3.0,0.0,4545.0,9,12-13-2023,12,9,0.0
upwards,0.25,8.0,796959531486680,1.0,-4.0,0.0,1084.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,600156331059543,1.0,-5.0,0.0,5184.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,921243870915303,0.0,-3.0,0.0,1922.0,9,12-13-2023,12,9,0.0
upwards,0.25,8.0,58384058923007,1.0,-4.0,0.0,2771.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,24527283354809,1.0,-7.0,0.0,7708.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,49415902554970,1.0,-4.0,0.0,4315.0,9,12-13-2023,12,9,1.0
upwards,0.25,8.0,45141283162018,0.0,-1.0,0.0,2770.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,594500453971380,1.0,-4.0,0.0,4094.0,9,12-13-2023,12,9,1.0
upwards,0.25,9.0,145986093109735,0.0,-4.0,0.0,2021.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,582835891854813,1.0,-8.0,0.0,1400.0,9,12-13-2023,12,9,1.0
upwards,0.25,9.0,439289402307521,1.0,-5.0,0.0,3086.0,9,12-13-2023,12,9,1.0
upwards,0.25,9.0,847356455459282,0.0,-3.0,0.0,3767.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,796959531486680,0.0,-4.0,0.0,1445.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,600156331059543,1.0,-6.0,0.0,3985.0,9,12-13-2023,12,9,1.0
upwards,0.25,9.0,921243870915303,0.0,-3.0,0.0,1704.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,58384058923007,0.0,-4.0,0.0,1190.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,24527283354809,0.0,-7.0,0.0,2637.0,9,12-13-2023,12,9,0.0
upwards,0.25,9.0,49415902554970,1.0,-5.0,0.0,1832.0,9,12-13-2023,12,9,1.0
upwards,0.25,9.0,45141283162018,0.0,-1.0,0.0,3584.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,594500453971380,1.0,-5.0,0.0,4396.0,9,12-13-2023,12,9,1.0
upwards,0.25,10.0,145986093109735,1.0,-5.0,0.0,1661.0,9,12-13-2023,12,9,1.0
upwards,0.25,10.0,582835891854813,1.0,-9.0,0.0,1877.0,9,12-13-2023,12,9,1.0
upwards,0.25,10.0,439289402307521,0.0,-5.0,0.0,2805.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,847356455459282,0.0,-3.0,0.0,5649.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,796959531486680,0.0,-4.0,0.0,1215.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,600156331059543,0.0,-6.0,0.0,2693.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,921243870915303,1.0,-4.0,0.0,1651.0,9,12-13-2023,12,9,1.0
upwards,0.25,10.0,58384058923007,0.0,-4.0,0.0,1601.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,24527283354809,0.0,-7.0,0.0,1023.0,9,12-13-2023,12,9,0.0
upwards,0.25,10.0,49415902554970,1.0,-6.0,0.0,1268.0,9,12-13-2023,12,9,1.0
upwards,0.25,10.0,45141283162018,0.0,-1.0,0.0,3788.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,594500453971380,0.0,-5.0,0.0,964.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,145986093109735,0.0,-5.0,0.0,2177.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,582835891854813,0.0,-9.0,0.0,1954.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,439289402307521,0.0,-5.0,0.0,1769.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,847356455459282,0.0,-3.0,0.0,2581.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,796959531486680,1.0,-5.0,0.0,1226.0,9,12-13-2023,12,9,1.0
upwards,0.25,11.0,600156331059543,0.0,-6.0,0.0,2786.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,921243870915303,0.0,-4.0,0.0,2827.0,9,12-13-2023,12,9,0.0
upwards,0.25,11.0,58384058923007,1.0,-5.0,0.0,1598.0,9,12-13-2023,12,9,1.0
upwards,0.25,11.0,24527283354809,1.0,-8.0,0.0,3531.0,9,12-13-2023,12,9,1.0
