treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.3333333333333333,1.0,234112116928278,0.0,0.0,0.0,4070.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,1.0,62203575953677,1.0,1.0,0.0,12624.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,1.0,522422957754744,0.0,0.0,0.0,5625.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,1.0,412988440886966,0.0,0.0,0.0,6729.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,1.0,124488921666747,0.0,0.0,0.0,8396.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,1.0,595372328101249,1.0,1.0,0.0,11884.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,2.0,234112116928278,1.0,-1.0,0.0,2849.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,2.0,62203575953677,0.0,1.0,0.0,11527.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,2.0,522422957754744,1.0,-1.0,0.0,3435.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,2.0,412988440886966,1.0,-1.0,0.0,1584.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,2.0,124488921666747,1.0,-1.0,0.0,3514.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,2.0,595372328101249,0.0,1.0,0.0,4279.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,3.0,234112116928278,1.0,-2.0,0.0,2708.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,3.0,62203575953677,1.0,0.0,0.0,12209.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,3.0,522422957754744,1.0,-2.0,0.0,2381.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,3.0,412988440886966,1.0,-2.0,0.0,1655.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,3.0,124488921666747,1.0,-2.0,0.0,6286.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,3.0,595372328101249,1.0,0.0,0.0,4927.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,4.0,234112116928278,0.0,-2.0,0.0,1562.0,35,12-13-2023,6,35,0.0
upwards,0.3333333333333333,4.0,62203575953677,1.0,-1.0,0.0,5123.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,4.0,522422957754744,1.0,-3.0,0.0,1785.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,4.0,412988440886966,1.0,-3.0,0.0,2223.0,35,12-13-2023,6,35,1.0
upwards,0.3333333333333333,4.0,124488921666747,0.0,-2.0,0.0,4630.0,35,12-13-2023,6,35,0.0
