treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.4285714285714285,1.0,610469714233989,1.0,-1.0,0.0,5453.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,1.0,196535048687159,1.0,-1.0,0.0,6186.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,1.0,894633723284463,0.0,0.0,0.0,5955.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,1.0,624380198244083,1.0,-1.0,0.0,8687.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,1.0,814063500586541,1.0,-1.0,0.0,8036.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,1.0,949348948726948,0.0,0.0,0.0,10149.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,1.0,889411785625769,0.0,0.0,0.0,7602.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,2.0,610469714233989,1.0,-1.0,0.0,4709.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,2.0,196535048687159,0.0,0.0,0.0,5853.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,2.0,894633723284463,1.0,-1.0,0.0,2857.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,2.0,624380198244083,1.0,-1.0,0.0,2807.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,2.0,814063500586541,1.0,-1.0,0.0,3786.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,2.0,949348948726948,0.0,0.0,0.0,2947.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,2.0,889411785625769,1.0,-1.0,0.0,5623.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,3.0,610469714233989,1.0,-1.0,0.0,3870.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,3.0,196535048687159,1.0,-1.0,0.0,4937.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,3.0,894633723284463,1.0,-1.0,0.0,1755.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,3.0,624380198244083,1.0,-1.0,0.0,1464.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,3.0,814063500586541,0.0,0.0,0.0,2543.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,3.0,949348948726948,0.0,0.0,0.0,1745.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,3.0,889411785625769,1.0,-1.0,0.0,7815.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,4.0,610469714233989,0.0,0.0,0.0,2558.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,4.0,196535048687159,0.0,0.0,0.0,3671.0,32,12-13-2023,7,32,0.0
upwards,0.4285714285714285,4.0,894633723284463,1.0,1.0,0.0,1056.0,32,12-13-2023,7,32,1.0
upwards,0.4285714285714285,4.0,624380198244083,0.0,0.0,0.0,1321.0,32,12-13-2023,7,32,0.0
