,index,treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
243,723,downwards,0.109375,1.0,816275214336262,1.0,1.0,0.0,7232.0,11,12-13-2023,8,11,1.0
244,724,downwards,0.109375,1.0,588932270561776,1.0,1.0,0.0,6672.0,11,12-13-2023,8,11,1.0
245,725,downwards,0.109375,1.0,878067545583829,0.0,0.0,0.0,6520.0,11,12-13-2023,8,11,0.0
246,726,downwards,0.109375,1.0,804523614098417,0.0,0.0,0.0,5556.0,11,12-13-2023,8,11,0.0
247,727,downwards,0.109375,1.0,586033998891374,1.0,1.0,0.0,6977.0,11,12-13-2023,8,11,1.0
248,728,downwards,0.109375,2.0,312023415382283,1.0,1.0,0.0,1716.0,11,12-13-2023,8,11,1.0
249,729,downwards,0.109375,2.0,608233835868441,1.0,1.0,0.0,2079.0,11,12-13-2023,8,11,1.0
250,730,downwards,0.109375,2.0,915820846225480,0.0,0.0,0.0,4865.0,11,12-13-2023,8,11,0.0
251,731,downwards,0.109375,2.0,816275214336262,1.0,1.0,0.0,4715.0,11,12-13-2023,8,11,1.0
252,732,downwards,0.109375,2.0,588932270561776,0.0,0.0,0.0,2829.0,11,12-13-2023,8,11,0.0
253,733,downwards,0.109375,2.0,878067545583829,1.0,1.0,0.0,4292.0,11,12-13-2023,8,11,1.0
254,734,downwards,0.109375,2.0,804523614098417,1.0,1.0,0.0,2948.0,11,12-13-2023,8,11,1.0
255,735,downwards,0.109375,2.0,586033998891374,1.0,1.0,0.0,3421.0,11,12-13-2023,8,11,1.0
256,736,downwards,0.109375,3.0,312023415382283,0.0,0.0,0.0,1959.0,11,12-13-2023,8,11,0.0
257,737,downwards,0.109375,3.0,608233835868441,1.0,1.0,0.0,1076.0,11,12-13-2023,8,11,1.0
258,738,downwards,0.109375,3.0,915820846225480,1.0,1.0,0.0,2874.0,11,12-13-2023,8,11,1.0
259,739,downwards,0.109375,3.0,816275214336262,1.0,1.0,0.0,3660.0,11,12-13-2023,8,11,1.0
260,740,downwards,0.109375,3.0,588932270561776,0.0,0.0,0.0,2387.0,11,12-13-2023,8,11,0.0
261,741,downwards,0.109375,3.0,878067545583829,1.0,1.0,0.0,5844.0,11,12-13-2023,8,11,1.0
262,742,downwards,0.109375,3.0,804523614098417,0.0,0.0,0.0,3082.0,11,12-13-2023,8,11,0.0
263,743,downwards,0.109375,3.0,586033998891374,1.0,1.0,0.0,2979.0,11,12-13-2023,8,11,1.0
264,744,downwards,0.109375,4.0,312023415382283,1.0,1.0,0.0,1171.0,11,12-13-2023,8,11,1.0
265,745,downwards,0.109375,4.0,608233835868441,1.0,1.0,0.0,1353.0,11,12-13-2023,8,11,1.0
266,746,downwards,0.109375,4.0,915820846225480,1.0,1.0,0.0,4877.0,11,12-13-2023,8,11,1.0
267,747,downwards,0.109375,4.0,816275214336262,1.0,1.0,0.0,3657.0,11,12-13-2023,8,11,1.0
268,748,downwards,0.109375,4.0,588932270561776,1.0,1.0,0.0,1151.0,11,12-13-2023,8,11,1.0
269,749,downwards,0.109375,4.0,878067545583829,0.0,0.0,0.0,2886.0,11,12-13-2023,8,11,0.0
270,750,downwards,0.109375,4.0,804523614098417,1.0,1.0,0.0,2115.0,11,12-13-2023,8,11,1.0
271,751,downwards,0.109375,4.0,586033998891374,0.0,0.0,0.0,1789.0,11,12-13-2023,8,11,0.0
272,752,downwards,0.109375,5.0,312023415382283,1.0,1.0,0.0,2288.0,11,12-13-2023,8,11,1.0
273,753,downwards,0.109375,5.0,608233835868441,1.0,1.0,0.0,3472.0,11,12-13-2023,8,11,1.0
274,754,downwards,0.109375,5.0,915820846225480,0.0,0.0,0.0,1439.0,11,12-13-2023,8,11,0.0
275,755,downwards,0.109375,5.0,816275214336262,1.0,1.0,0.0,3043.0,11,12-13-2023,8,11,1.0
276,756,downwards,0.109375,5.0,588932270561776,1.0,1.0,0.0,1385.0,11,12-13-2023,8,11,1.0
277,757,downwards,0.109375,5.0,878067545583829,0.0,0.0,0.0,3502.0,11,12-13-2023,8,11,0.0
278,758,downwards,0.109375,5.0,804523614098417,1.0,1.0,0.0,3578.0,11,12-13-2023,8,11,1.0
279,759,downwards,0.109375,5.0,586033998891374,1.0,1.0,0.0,1319.0,11,12-13-2023,8,11,1.0
280,760,downwards,0.109375,6.0,312023415382283,1.0,1.0,0.0,1073.0,11,12-13-2023,8,11,1.0
281,761,downwards,0.109375,6.0,608233835868441,1.0,1.0,0.0,2425.0,11,12-13-2023,8,11,1.0
282,762,downwards,0.109375,6.0,915820846225480,1.0,1.0,0.0,2867.0,11,12-13-2023,8,11,1.0
283,763,downwards,0.109375,6.0,816275214336262,1.0,1.0,0.0,3352.0,11,12-13-2023,8,11,1.0
284,764,downwards,0.109375,6.0,588932270561776,1.0,1.0,0.0,2645.0,11,12-13-2023,8,11,1.0
285,765,downwards,0.109375,6.0,878067545583829,1.0,1.0,0.0,1318.0,11,12-13-2023,8,11,1.0
286,766,downwards,0.109375,6.0,804523614098417,0.0,0.0,0.0,1953.0,11,12-13-2023,8,11,0.0
287,767,downwards,0.109375,6.0,586033998891374,1.0,1.0,0.0,1903.0,11,12-13-2023,8,11,1.0
288,768,downwards,0.109375,7.0,312023415382283,0.0,0.0,0.0,8384.0,11,12-13-2023,8,11,0.0
289,769,downwards,0.109375,7.0,608233835868441,1.0,1.0,0.0,2087.0,11,12-13-2023,8,11,1.0
290,770,downwards,0.109375,7.0,915820846225480,1.0,1.0,0.0,4007.0,11,12-13-2023,8,11,1.0
291,771,downwards,0.109375,7.0,816275214336262,1.0,1.0,0.0,2687.0,11,12-13-2023,8,11,1.0
292,772,downwards,0.109375,7.0,588932270561776,0.0,0.0,0.0,4507.0,11,12-13-2023,8,11,0.0
293,773,downwards,0.109375,7.0,878067545583829,1.0,1.0,0.0,2013.0,11,12-13-2023,8,11,1.0
294,774,downwards,0.109375,7.0,804523614098417,1.0,1.0,0.0,2249.0,11,12-13-2023,8,11,1.0
295,775,downwards,0.109375,7.0,586033998891374,1.0,1.0,0.0,2730.0,11,12-13-2023,8,11,1.0
296,776,downwards,0.109375,8.0,312023415382283,1.0,1.0,0.0,1269.0,11,12-13-2023,8,11,1.0
297,777,downwards,0.109375,8.0,608233835868441,1.0,1.0,0.0,3369.0,11,12-13-2023,8,11,1.0
298,778,downwards,0.109375,8.0,915820846225480,0.0,0.0,0.0,2291.0,11,12-13-2023,8,11,0.0
299,779,downwards,0.109375,8.0,816275214336262,1.0,1.0,0.0,4264.0,11,12-13-2023,8,11,1.0
300,780,downwards,0.109375,8.0,588932270561776,1.0,1.0,0.0,1053.0,11,12-13-2023,8,11,1.0
301,781,downwards,0.109375,8.0,878067545583829,1.0,1.0,0.0,3609.0,11,12-13-2023,8,11,1.0
302,782,downwards,0.109375,8.0,804523614098417,1.0,1.0,0.0,1420.0,11,12-13-2023,8,11,1.0
303,783,downwards,0.109375,8.0,586033998891374,0.0,0.0,0.0,1213.0,11,12-13-2023,8,11,0.0
304,784,downwards,0.109375,9.0,312023415382283,1.0,1.0,0.0,1215.0,11,12-13-2023,8,11,1.0
305,785,downwards,0.109375,9.0,608233835868441,1.0,1.0,0.0,1631.0,11,12-13-2023,8,11,1.0
306,786,downwards,0.109375,9.0,915820846225480,1.0,1.0,0.0,2749.0,11,12-13-2023,8,11,1.0
307,787,downwards,0.109375,9.0,816275214336262,1.0,1.0,0.0,4117.0,11,12-13-2023,8,11,1.0
308,788,downwards,0.109375,9.0,588932270561776,1.0,1.0,0.0,1075.0,11,12-13-2023,8,11,1.0
309,789,downwards,0.109375,9.0,878067545583829,0.0,0.0,0.0,2524.0,11,12-13-2023,8,11,0.0
310,790,downwards,0.109375,9.0,804523614098417,1.0,1.0,0.0,1970.0,11,12-13-2023,8,11,1.0
311,791,downwards,0.109375,9.0,586033998891374,1.0,1.0,0.0,1402.0,11,12-13-2023,8,11,1.0
312,792,downwards,0.109375,10.0,312023415382283,1.0,1.0,0.0,963.0,11,12-13-2023,8,11,1.0
313,793,downwards,0.109375,10.0,608233835868441,1.0,1.0,0.0,1585.0,11,12-13-2023,8,11,1.0
314,794,downwards,0.109375,10.0,915820846225480,1.0,1.0,0.0,2081.0,11,12-13-2023,8,11,1.0
315,795,downwards,0.109375,10.0,816275214336262,1.0,1.0,0.0,2979.0,11,12-13-2023,8,11,1.0
316,796,downwards,0.109375,10.0,588932270561776,0.0,0.0,0.0,2467.0,11,12-13-2023,8,11,0.0
317,797,downwards,0.109375,10.0,878067545583829,1.0,1.0,0.0,2409.0,11,12-13-2023,8,11,1.0
318,798,downwards,0.109375,10.0,804523614098417,1.0,1.0,0.0,2281.0,11,12-13-2023,8,11,1.0
319,799,downwards,0.109375,10.0,586033998891374,1.0,1.0,0.0,1215.0,11,12-13-2023,8,11,1.0
320,800,downwards,0.109375,11.0,312023415382283,1.0,1.0,0.0,710.0,11,12-13-2023,8,11,1.0
321,801,downwards,0.109375,11.0,608233835868441,1.0,1.0,0.0,1565.0,11,12-13-2023,8,11,1.0
322,802,downwards,0.109375,11.0,915820846225480,1.0,1.0,0.0,1016.0,11,12-13-2023,8,11,1.0
323,803,downwards,0.109375,11.0,816275214336262,1.0,1.0,0.0,4447.0,11,12-13-2023,8,11,1.0
324,804,downwards,0.109375,11.0,588932270561776,1.0,1.0,0.0,977.0,11,12-13-2023,8,11,1.0
325,805,downwards,0.109375,11.0,878067545583829,0.0,0.0,0.0,2184.0,11,12-13-2023,8,11,0.0
326,806,downwards,0.109375,11.0,804523614098417,1.0,1.0,0.0,1204.0,11,12-13-2023,8,11,1.0
327,807,downwards,0.109375,11.0,586033998891374,1.0,1.0,0.0,1671.0,11,12-13-2023,8,11,1.0
328,808,downwards,0.109375,12.0,312023415382283,1.0,1.0,0.0,1082.0,11,12-13-2023,8,11,1.0
329,809,downwards,0.109375,12.0,608233835868441,1.0,1.0,0.0,1503.0,11,12-13-2023,8,11,1.0
330,810,downwards,0.109375,12.0,915820846225480,0.0,0.0,0.0,1542.0,11,12-13-2023,8,11,0.0
331,811,downwards,0.109375,12.0,816275214336262,1.0,1.0,0.0,3914.0,11,12-13-2023,8,11,1.0
332,812,downwards,0.109375,12.0,588932270561776,0.0,0.0,0.0,2466.0,11,12-13-2023,8,11,0.0
333,813,downwards,0.109375,12.0,878067545583829,1.0,1.0,0.0,1516.0,11,12-13-2023,8,11,1.0
334,814,downwards,0.109375,12.0,804523614098417,0.0,0.0,0.0,2103.0,11,12-13-2023,8,11,0.0
335,815,downwards,0.109375,12.0,586033998891374,1.0,1.0,0.0,1787.0,11,12-13-2023,8,11,1.0
336,816,downwards,0.109375,13.0,312023415382283,1.0,1.0,0.0,925.0,11,12-13-2023,8,11,1.0
337,817,downwards,0.109375,13.0,608233835868441,1.0,1.0,0.0,1668.0,11,12-13-2023,8,11,1.0
338,818,downwards,0.109375,13.0,915820846225480,1.0,1.0,0.0,1186.0,11,12-13-2023,8,11,1.0
339,819,downwards,0.109375,13.0,816275214336262,1.0,1.0,0.0,2971.0,11,12-13-2023,8,11,1.0
340,820,downwards,0.109375,13.0,588932270561776,1.0,1.0,0.0,1191.0,11,12-13-2023,8,11,1.0
341,821,downwards,0.109375,13.0,878067545583829,1.0,1.0,0.0,1403.0,11,12-13-2023,8,11,1.0
342,822,downwards,0.109375,13.0,804523614098417,1.0,1.0,0.0,1067.0,11,12-13-2023,8,11,1.0
343,823,downwards,0.109375,13.0,586033998891374,0.0,0.0,0.0,1214.0,11,12-13-2023,8,11,0.0
344,824,downwards,0.109375,14.0,312023415382283,1.0,-1.0,0.0,2448.0,11,12-13-2023,8,11,1.0
345,825,downwards,0.109375,14.0,608233835868441,1.0,-1.0,0.0,1127.0,11,12-13-2023,8,11,1.0
346,826,downwards,0.109375,14.0,915820846225480,1.0,-1.0,0.0,1015.0,11,12-13-2023,8,11,1.0
347,827,downwards,0.109375,14.0,816275214336262,1.0,-1.0,0.0,2647.0,11,12-13-2023,8,11,1.0
348,828,downwards,0.109375,14.0,588932270561776,1.0,-1.0,0.0,1649.0,11,12-13-2023,8,11,1.0
349,829,downwards,0.109375,14.0,878067545583829,1.0,-1.0,0.0,2509.0,11,12-13-2023,8,11,1.0
350,830,downwards,0.109375,14.0,804523614098417,1.0,-1.0,0.0,1716.0,11,12-13-2023,8,11,1.0
351,831,downwards,0.109375,14.0,586033998891374,1.0,-1.0,0.0,1838.0,11,12-13-2023,8,11,1.0
352,832,downwards,0.109375,15.0,312023415382283,1.0,1.0,0.0,1632.0,11,12-13-2023,8,11,1.0
353,833,downwards,0.109375,15.0,608233835868441,1.0,1.0,0.0,1693.0,11,12-13-2023,8,11,1.0
354,834,downwards,0.109375,15.0,915820846225480,1.0,1.0,0.0,1061.0,11,12-13-2023,8,11,1.0
355,835,downwards,0.109375,15.0,816275214336262,1.0,1.0,0.0,2230.0,11,12-13-2023,8,11,1.0
356,836,downwards,0.109375,15.0,588932270561776,0.0,0.0,0.0,2816.0,11,12-13-2023,8,11,0.0
357,837,downwards,0.109375,15.0,878067545583829,1.0,1.0,0.0,1997.0,11,12-13-2023,8,11,1.0
358,838,downwards,0.109375,15.0,804523614098417,1.0,1.0,0.0,2631.0,11,12-13-2023,8,11,1.0
359,839,downwards,0.109375,15.0,586033998891374,1.0,1.0,0.0,1577.0,11,12-13-2023,8,11,1.0
360,840,downwards,0.109375,16.0,312023415382283,1.0,1.0,0.0,1998.0,11,12-13-2023,8,11,1.0
361,841,downwards,0.109375,16.0,608233835868441,1.0,1.0,0.0,1139.0,11,12-13-2023,8,11,1.0
362,842,downwards,0.109375,16.0,915820846225480,0.0,0.0,0.0,1616.0,11,12-13-2023,8,11,0.0
363,843,downwards,0.109375,16.0,816275214336262,1.0,1.0,0.0,3604.0,11,12-13-2023,8,11,1.0
364,844,downwards,0.109375,16.0,588932270561776,1.0,1.0,0.0,2175.0,11,12-13-2023,8,11,1.0
365,845,downwards,0.109375,16.0,878067545583829,0.0,0.0,0.0,1037.0,11,12-13-2023,8,11,0.0
366,846,downwards,0.109375,16.0,804523614098417,1.0,1.0,0.0,1519.0,11,12-13-2023,8,11,1.0
367,847,downwards,0.109375,16.0,586033998891374,1.0,1.0,0.0,2881.0,11,12-13-2023,8,11,1.0
368,848,downwards,0.109375,17.0,312023415382283,1.0,1.0,0.0,1346.0,11,12-13-2023,8,11,1.0
369,849,downwards,0.109375,17.0,608233835868441,1.0,1.0,0.0,1259.0,11,12-13-2023,8,11,1.0
370,850,downwards,0.109375,17.0,915820846225480,1.0,1.0,0.0,2672.0,11,12-13-2023,8,11,1.0
371,851,downwards,0.109375,17.0,816275214336262,1.0,1.0,0.0,3683.0,11,12-13-2023,8,11,1.0
372,852,downwards,0.109375,17.0,588932270561776,1.0,1.0,0.0,2495.0,11,12-13-2023,8,11,1.0
373,853,downwards,0.109375,17.0,878067545583829,1.0,1.0,0.0,1459.0,11,12-13-2023,8,11,1.0
374,854,downwards,0.109375,17.0,804523614098417,1.0,1.0,0.0,2015.0,11,12-13-2023,8,11,1.0
375,855,downwards,0.109375,17.0,586033998891374,0.0,0.0,0.0,1068.0,11,12-13-2023,8,11,0.0
376,856,downwards,0.109375,18.0,312023415382283,1.0,1.0,0.0,1805.0,11,12-13-2023,8,11,1.0
377,857,downwards,0.109375,18.0,608233835868441,1.0,1.0,0.0,1406.0,11,12-13-2023,8,11,1.0
378,858,downwards,0.109375,18.0,915820846225480,1.0,1.0,0.0,1234.0,11,12-13-2023,8,11,1.0
379,859,downwards,0.109375,18.0,816275214336262,1.0,1.0,0.0,4382.0,11,12-13-2023,8,11,1.0
380,860,downwards,0.109375,18.0,588932270561776,0.0,0.0,0.0,1432.0,11,12-13-2023,8,11,0.0
381,861,downwards,0.109375,18.0,878067545583829,1.0,1.0,0.0,1303.0,11,12-13-2023,8,11,1.0
382,862,downwards,0.109375,18.0,804523614098417,0.0,0.0,0.0,2381.0,11,12-13-2023,8,11,0.0
383,863,downwards,0.109375,18.0,586033998891374,1.0,1.0,0.0,1091.0,11,12-13-2023,8,11,1.0
384,864,downwards,0.109375,19.0,312023415382283,1.0,-1.0,0.0,1678.0,11,12-13-2023,8,11,1.0
385,865,downwards,0.109375,19.0,608233835868441,1.0,-1.0,0.0,1015.0,11,12-13-2023,8,11,1.0
386,866,downwards,0.109375,19.0,915820846225480,1.0,-1.0,0.0,1189.0,11,12-13-2023,8,11,1.0
387,867,downwards,0.109375,19.0,816275214336262,1.0,-1.0,0.0,4979.0,11,12-13-2023,8,11,1.0
388,868,downwards,0.109375,19.0,588932270561776,1.0,-1.0,0.0,928.0,11,12-13-2023,8,11,1.0
389,869,downwards,0.109375,19.0,878067545583829,1.0,-1.0,0.0,1906.0,11,12-13-2023,8,11,1.0
390,870,downwards,0.109375,19.0,804523614098417,1.0,-1.0,0.0,1435.0,11,12-13-2023,8,11,1.0
391,871,downwards,0.109375,19.0,586033998891374,1.0,-1.0,0.0,1335.0,11,12-13-2023,8,11,1.0
392,872,downwards,0.109375,20.0,312023415382283,1.0,1.0,0.0,1574.0,11,12-13-2023,8,11,1.0
393,873,downwards,0.109375,20.0,608233835868441,1.0,1.0,0.0,994.0,11,12-13-2023,8,11,1.0
394,874,downwards,0.109375,20.0,915820846225480,1.0,1.0,0.0,1342.0,11,12-13-2023,8,11,1.0
395,875,downwards,0.109375,20.0,816275214336262,1.0,1.0,0.0,2515.0,11,12-13-2023,8,11,1.0
396,876,downwards,0.109375,20.0,588932270561776,1.0,1.0,0.0,2375.0,11,12-13-2023,8,11,1.0
397,877,downwards,0.109375,20.0,878067545583829,1.0,1.0,0.0,1451.0,11,12-13-2023,8,11,1.0
398,878,downwards,0.109375,20.0,804523614098417,0.0,0.0,0.0,4191.0,11,12-13-2023,8,11,0.0
399,879,downwards,0.109375,20.0,586033998891374,1.0,1.0,0.0,1868.0,11,12-13-2023,8,11,1.0
400,880,downwards,0.109375,21.0,312023415382283,1.0,1.0,0.0,1818.0,11,12-13-2023,8,11,1.0
401,881,downwards,0.109375,21.0,608233835868441,1.0,1.0,0.0,1440.0,11,12-13-2023,8,11,1.0
402,882,downwards,0.109375,21.0,915820846225480,1.0,1.0,0.0,1167.0,11,12-13-2023,8,11,1.0
403,883,downwards,0.109375,21.0,816275214336262,1.0,1.0,0.0,3444.0,11,12-13-2023,8,11,1.0
404,884,downwards,0.109375,21.0,588932270561776,0.0,0.0,0.0,1236.0,11,12-13-2023,8,11,0.0
405,885,downwards,0.109375,21.0,878067545583829,1.0,1.0,0.0,1464.0,11,12-13-2023,8,11,1.0
406,886,downwards,0.109375,21.0,804523614098417,1.0,1.0,0.0,2907.0,11,12-13-2023,8,11,1.0
407,887,downwards,0.109375,21.0,586033998891374,0.0,0.0,0.0,1594.0,11,12-13-2023,8,11,0.0
408,888,downwards,0.109375,22.0,312023415382283,1.0,1.0,0.0,1618.0,11,12-13-2023,8,11,1.0
409,889,downwards,0.109375,22.0,608233835868441,1.0,1.0,0.0,1660.0,11,12-13-2023,8,11,1.0
410,890,downwards,0.109375,22.0,915820846225480,0.0,0.0,0.0,1532.0,11,12-13-2023,8,11,0.0
411,891,downwards,0.109375,22.0,816275214336262,1.0,1.0,0.0,2481.0,11,12-13-2023,8,11,1.0
412,892,downwards,0.109375,22.0,588932270561776,0.0,0.0,0.0,1960.0,11,12-13-2023,8,11,0.0
413,893,downwards,0.109375,22.0,878067545583829,1.0,1.0,0.0,1440.0,11,12-13-2023,8,11,1.0
414,894,downwards,0.109375,22.0,804523614098417,1.0,1.0,0.0,1554.0,11,12-13-2023,8,11,1.0
415,895,downwards,0.109375,22.0,586033998891374,1.0,1.0,0.0,1793.0,11,12-13-2023,8,11,1.0
416,896,downwards,0.109375,23.0,312023415382283,1.0,1.0,0.0,1542.0,11,12-13-2023,8,11,1.0
417,897,downwards,0.109375,23.0,608233835868441,1.0,1.0,0.0,1442.0,11,12-13-2023,8,11,1.0
418,898,downwards,0.109375,23.0,915820846225480,0.0,0.0,0.0,1059.0,11,12-13-2023,8,11,0.0
419,899,downwards,0.109375,23.0,816275214336262,1.0,1.0,0.0,3352.0,11,12-13-2023,8,11,1.0
420,900,downwards,0.109375,23.0,588932270561776,1.0,1.0,0.0,1538.0,11,12-13-2023,8,11,1.0
421,901,downwards,0.109375,23.0,878067545583829,1.0,1.0,0.0,1333.0,11,12-13-2023,8,11,1.0
422,902,downwards,0.109375,23.0,804523614098417,0.0,0.0,0.0,1667.0,11,12-13-2023,8,11,0.0
423,903,downwards,0.109375,23.0,586033998891374,0.0,0.0,0.0,1043.0,11,12-13-2023,8,11,0.0
424,904,downwards,0.109375,24.0,312023415382283,1.0,-1.0,0.0,1306.0,11,12-13-2023,8,11,1.0
425,905,downwards,0.109375,24.0,608233835868441,1.0,-1.0,0.0,1264.0,11,12-13-2023,8,11,1.0
426,906,downwards,0.109375,24.0,915820846225480,1.0,-1.0,0.0,820.0,11,12-13-2023,8,11,1.0
427,907,downwards,0.109375,24.0,816275214336262,1.0,-1.0,0.0,2213.0,11,12-13-2023,8,11,1.0
428,908,downwards,0.109375,24.0,588932270561776,1.0,-1.0,0.0,1237.0,11,12-13-2023,8,11,1.0
429,909,downwards,0.109375,24.0,878067545583829,1.0,-1.0,0.0,1525.0,11,12-13-2023,8,11,1.0
430,910,downwards,0.109375,24.0,804523614098417,1.0,-1.0,0.0,1856.0,11,12-13-2023,8,11,1.0
431,911,downwards,0.109375,24.0,586033998891374,1.0,-1.0,0.0,1100.0,11,12-13-2023,8,11,1.0
432,912,downwards,0.109375,25.0,312023415382283,1.0,1.0,0.0,931.0,11,12-13-2023,8,11,1.0
433,913,downwards,0.109375,25.0,608233835868441,1.0,1.0,0.0,817.0,11,12-13-2023,8,11,1.0
434,914,downwards,0.109375,25.0,915820846225480,1.0,1.0,0.0,818.0,11,12-13-2023,8,11,1.0
435,915,downwards,0.109375,25.0,816275214336262,1.0,1.0,0.0,2523.0,11,12-13-2023,8,11,1.0
436,916,downwards,0.109375,25.0,588932270561776,0.0,0.0,0.0,1159.0,11,12-13-2023,8,11,0.0
437,917,downwards,0.109375,25.0,878067545583829,0.0,0.0,0.0,1374.0,11,12-13-2023,8,11,0.0
438,918,downwards,0.109375,25.0,804523614098417,1.0,1.0,0.0,1335.0,11,12-13-2023,8,11,1.0
439,919,downwards,0.109375,25.0,586033998891374,1.0,1.0,0.0,947.0,11,12-13-2023,8,11,1.0
440,920,downwards,0.109375,26.0,312023415382283,1.0,-1.0,0.0,967.0,11,12-13-2023,8,11,1.0
441,921,downwards,0.109375,26.0,608233835868441,1.0,-1.0,0.0,935.0,11,12-13-2023,8,11,1.0
442,922,downwards,0.109375,26.0,915820846225480,1.0,-1.0,0.0,529.0,11,12-13-2023,8,11,1.0
443,923,downwards,0.109375,26.0,816275214336262,1.0,-1.0,0.0,1678.0,11,12-13-2023,8,11,1.0
444,924,downwards,0.109375,26.0,588932270561776,1.0,-1.0,0.0,1599.0,11,12-13-2023,8,11,1.0
445,925,downwards,0.109375,26.0,878067545583829,1.0,-1.0,0.0,1171.0,11,12-13-2023,8,11,1.0
446,926,downwards,0.109375,26.0,804523614098417,1.0,-1.0,0.0,1296.0,11,12-13-2023,8,11,1.0
447,927,downwards,0.109375,26.0,586033998891374,1.0,-1.0,0.0,756.0,11,12-13-2023,8,11,1.0
448,928,downwards,0.109375,27.0,312023415382283,1.0,1.0,0.0,1354.0,11,12-13-2023,8,11,1.0
449,929,downwards,0.109375,27.0,608233835868441,1.0,1.0,0.0,1011.0,11,12-13-2023,8,11,1.0
450,930,downwards,0.109375,27.0,915820846225480,1.0,1.0,0.0,1335.0,11,12-13-2023,8,11,1.0
451,931,downwards,0.109375,27.0,816275214336262,1.0,1.0,0.0,1893.0,11,12-13-2023,8,11,1.0
452,932,downwards,0.109375,27.0,588932270561776,0.0,0.0,0.0,1053.0,11,12-13-2023,8,11,0.0
453,933,downwards,0.109375,27.0,878067545583829,1.0,1.0,0.0,1265.0,11,12-13-2023,8,11,1.0
454,934,downwards,0.109375,27.0,804523614098417,1.0,1.0,0.0,1056.0,11,12-13-2023,8,11,1.0
455,935,downwards,0.109375,27.0,586033998891374,1.0,1.0,0.0,751.0,11,12-13-2023,8,11,1.0
456,936,downwards,0.109375,28.0,312023415382283,1.0,1.0,0.0,1320.0,11,12-13-2023,8,11,1.0
457,937,downwards,0.109375,28.0,608233835868441,1.0,1.0,0.0,1651.0,11,12-13-2023,8,11,1.0
458,938,downwards,0.109375,28.0,915820846225480,0.0,0.0,0.0,1186.0,11,12-13-2023,8,11,0.0
459,939,downwards,0.109375,28.0,816275214336262,1.0,1.0,0.0,2177.0,11,12-13-2023,8,11,1.0
460,940,downwards,0.109375,28.0,588932270561776,1.0,1.0,0.0,913.0,11,12-13-2023,8,11,1.0
461,941,downwards,0.109375,28.0,878067545583829,1.0,1.0,0.0,1652.0,11,12-13-2023,8,11,1.0
462,942,downwards,0.109375,28.0,804523614098417,1.0,1.0,0.0,3503.0,11,12-13-2023,8,11,1.0
463,943,downwards,0.109375,28.0,586033998891374,0.0,0.0,0.0,775.0,11,12-13-2023,8,11,0.0
464,944,downwards,0.109375,29.0,312023415382283,1.0,1.0,0.0,1459.0,11,12-13-2023,8,11,1.0
465,945,downwards,0.109375,29.0,608233835868441,0.0,0.0,0.0,1249.0,11,12-13-2023,8,11,0.0
466,946,downwards,0.109375,29.0,915820846225480,0.0,0.0,0.0,906.0,11,12-13-2023,8,11,0.0
467,947,downwards,0.109375,29.0,816275214336262,1.0,1.0,0.0,2485.0,11,12-13-2023,8,11,1.0
468,948,downwards,0.109375,29.0,588932270561776,1.0,1.0,0.0,1036.0,11,12-13-2023,8,11,1.0
469,949,downwards,0.109375,29.0,878067545583829,1.0,1.0,0.0,1310.0,11,12-13-2023,8,11,1.0
470,950,downwards,0.109375,29.0,804523614098417,0.0,0.0,0.0,1784.0,11,12-13-2023,8,11,0.0
471,951,downwards,0.109375,29.0,586033998891374,0.0,0.0,0.0,1039.0,11,12-13-2023,8,11,0.0
472,952,downwards,0.109375,30.0,312023415382283,0.0,0.0,0.0,1121.0,11,12-13-2023,8,11,0.0
473,953,downwards,0.109375,30.0,608233835868441,0.0,0.0,0.0,1064.0,11,12-13-2023,8,11,0.0
474,954,downwards,0.109375,30.0,915820846225480,1.0,1.0,0.0,1214.0,11,12-13-2023,8,11,1.0
475,955,downwards,0.109375,30.0,816275214336262,1.0,1.0,0.0,1912.0,11,12-13-2023,8,11,1.0
476,956,downwards,0.109375,30.0,588932270561776,1.0,1.0,0.0,1190.0,11,12-13-2023,8,11,1.0
477,957,downwards,0.109375,30.0,878067545583829,1.0,1.0,0.0,1317.0,11,12-13-2023,8,11,1.0
478,958,downwards,0.109375,30.0,804523614098417,1.0,1.0,0.0,2815.0,11,12-13-2023,8,11,1.0
479,959,downwards,0.109375,30.0,586033998891374,1.0,1.0,0.0,1313.0,11,12-13-2023,8,11,1.0
480,1928,upwards,0.109375,62.0,269669446721892,1.0,1.0,0.0,1872.0,39,12-13-2023,8,39,1.0
481,1929,upwards,0.109375,62.0,951679876446298,1.0,1.0,0.0,2981.0,39,12-13-2023,8,39,1.0
482,1930,upwards,0.109375,62.0,671529543553691,1.0,1.0,0.0,2446.0,39,12-13-2023,8,39,1.0
483,1931,upwards,0.109375,62.0,298732613139332,1.0,1.0,0.0,1924.0,39,12-13-2023,8,39,1.0
484,1932,upwards,0.109375,62.0,314656848605435,1.0,1.0,0.0,4323.0,39,12-13-2023,8,39,1.0
485,1933,upwards,0.109375,62.0,356500403025635,1.0,1.0,0.0,2119.0,39,12-13-2023,8,39,1.0
486,1934,upwards,0.109375,62.0,478777187003745,0.0,0.0,0.0,5772.0,39,12-13-2023,8,39,0.0
