treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
downwards,0.8,1.0,993949537294157,1.0,1.0,0.0,5577.0,12,12-13-2023,5,12,1.0
downwards,0.8,1.0,15740926941421,1.0,1.0,0.0,6746.0,12,12-13-2023,5,12,1.0
downwards,0.8,1.0,130491212082697,1.0,1.0,0.0,4123.0,12,12-13-2023,5,12,1.0
downwards,0.8,1.0,863766564328964,0.0,0.0,0.0,10404.0,12,12-13-2023,5,12,0.0
downwards,0.8,1.0,59140527550637,0.0,0.0,0.0,15599.0,12,12-13-2023,5,12,0.0
downwards,0.8,2.0,993949537294157,1.0,0.0,0.0,3818.0,12,12-13-2023,5,12,1.0
downwards,0.8,2.0,15740926941421,1.0,0.0,0.0,4381.0,12,12-13-2023,5,12,1.0
downwards,0.8,2.0,130491212082697,1.0,0.0,0.0,4361.0,12,12-13-2023,5,12,1.0
downwards,0.8,2.0,863766564328964,1.0,-1.0,0.0,5416.0,12,12-13-2023,5,12,1.0
downwards,0.8,2.0,59140527550637,1.0,-1.0,0.0,1387.0,12,12-13-2023,5,12,1.0
downwards,0.8,3.0,993949537294157,1.0,-1.0,0.0,1322.0,12,12-13-2023,5,12,1.0
downwards,0.8,3.0,15740926941421,1.0,-1.0,0.0,3469.0,12,12-13-2023,5,12,1.0
downwards,0.8,3.0,130491212082697,1.0,-1.0,0.0,2104.0,12,12-13-2023,5,12,1.0
downwards,0.8,3.0,863766564328964,1.0,-2.0,0.0,6023.0,12,12-13-2023,5,12,1.0
downwards,0.8,3.0,59140527550637,1.0,-2.0,0.0,1886.0,12,12-13-2023,5,12,1.0
downwards,0.8,4.0,993949537294157,1.0,-2.0,0.0,2515.0,12,12-13-2023,5,12,1.0
downwards,0.8,4.0,15740926941421,1.0,-2.0,0.0,1966.0,12,12-13-2023,5,12,1.0
downwards,0.8,4.0,130491212082697,1.0,-2.0,0.0,3218.0,12,12-13-2023,5,12,1.0
downwards,0.8,4.0,863766564328964,1.0,-3.0,0.0,5033.0,12,12-13-2023,5,12,1.0
downwards,0.8,4.0,59140527550637,1.0,-3.0,0.0,3808.0,12,12-13-2023,5,12,1.0
downwards,0.8,5.0,993949537294157,0.0,-2.0,0.0,1824.0,12,12-13-2023,5,12,0.0
downwards,0.8,5.0,15740926941421,1.0,-1.0,0.0,2260.0,12,12-13-2023,5,12,1.0
downwards,0.8,5.0,130491212082697,1.0,-1.0,0.0,2896.0,12,12-13-2023,5,12,1.0
downwards,0.8,5.0,863766564328964,0.0,-3.0,0.0,3947.0,12,12-13-2023,5,12,0.0
downwards,0.8,5.0,59140527550637,1.0,-2.0,0.0,1854.0,12,12-13-2023,5,12,1.0
