treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.2727272727272727,1.0,484130782214859,0.0,0.0,0.0,8146.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,1.0,324279369615055,0.0,0.0,0.0,11632.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,1.0,161168239648852,1.0,-1.0,0.0,5732.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,1.0,891802350848838,0.0,0.0,0.0,7192.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,1.0,210091536125670,1.0,-1.0,0.0,15024.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,1.0,563512644529708,0.0,0.0,0.0,5587.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,1.0,402632963881260,0.0,0.0,0.0,7174.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,1.0,311618893392036,1.0,-1.0,0.0,7158.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,1.0,385105084558218,1.0,-1.0,0.0,4610.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,1.0,282697193841527,1.0,-1.0,0.0,15813.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,1.0,510922623014718,0.0,0.0,0.0,5543.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,484130782214859,0.0,0.0,0.0,3454.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,324279369615055,0.0,0.0,0.0,7486.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,161168239648852,0.0,-1.0,0.0,3315.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,891802350848838,0.0,0.0,0.0,2746.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,210091536125670,0.0,-1.0,0.0,3675.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,563512644529708,0.0,0.0,0.0,2858.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,402632963881260,0.0,0.0,0.0,6782.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,311618893392036,1.0,0.0,0.0,5197.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,2.0,385105084558218,1.0,0.0,0.0,1620.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,2.0,282697193841527,0.0,-1.0,0.0,6516.0,13,12-13-2023,11,13,0.0
upwards,0.2727272727272727,2.0,510922623014718,1.0,1.0,0.0,2638.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,3.0,484130782214859,1.0,-1.0,0.0,2800.0,13,12-13-2023,11,13,1.0
upwards,0.2727272727272727,3.0,324279369615055,1.0,-1.0,0.0,2605.0,13,12-13-2023,11,13,1.0
