treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.25,1.0,841658927890285,0.0,0.0,0.0,9973.0,5,12-13-2023,4,5,0.0
upwards,0.25,1.0,373455036275630,1.0,-1.0,0.0,3208.0,5,12-13-2023,4,5,1.0
upwards,0.25,1.0,477327368780915,0.0,0.0,0.0,9407.0,5,12-13-2023,4,5,0.0
upwards,0.25,1.0,616876846241757,1.0,-1.0,0.0,7097.0,5,12-13-2023,4,5,1.0
upwards,0.25,2.0,841658927890285,1.0,-1.0,0.0,5820.0,5,12-13-2023,4,5,1.0
upwards,0.25,2.0,373455036275630,0.0,0.0,0.0,5385.0,5,12-13-2023,4,5,0.0
upwards,0.25,2.0,477327368780915,0.0,0.0,0.0,10264.0,5,12-13-2023,4,5,0.0
upwards,0.25,2.0,616876846241757,1.0,-1.0,0.0,3455.0,5,12-13-2023,4,5,1.0
upwards,0.25,3.0,841658927890285,0.0,0.0,0.0,2016.0,5,12-13-2023,4,5,0.0
upwards,0.25,3.0,373455036275630,0.0,0.0,0.0,4471.0,5,12-13-2023,4,5,0.0
upwards,0.25,3.0,477327368780915,0.0,0.0,0.0,4245.0,5,12-13-2023,4,5,0.0
upwards,0.25,3.0,616876846241757,0.0,0.0,0.0,1739.0,5,12-13-2023,4,5,0.0
upwards,0.25,4.0,841658927890285,0.0,0.0,0.0,1648.0,5,12-13-2023,4,5,0.0
upwards,0.25,4.0,373455036275630,1.0,-1.0,0.0,1417.0,5,12-13-2023,4,5,1.0
upwards,0.25,4.0,477327368780915,1.0,-1.0,0.0,1286.0,5,12-13-2023,4,5,1.0
upwards,0.25,4.0,616876846241757,1.0,-1.0,0.0,1518.0,5,12-13-2023,4,5,1.0
upwards,0.25,5.0,841658927890285,1.0,-1.0,0.0,6053.0,5,12-13-2023,4,5,1.0
upwards,0.25,5.0,373455036275630,1.0,-1.0,0.0,4611.0,5,12-13-2023,4,5,1.0
upwards,0.25,5.0,477327368780915,1.0,-1.0,0.0,4708.0,5,12-13-2023,4,5,1.0
upwards,0.25,5.0,616876846241757,0.0,0.0,0.0,1055.0,5,12-13-2023,4,5,0.0
upwards,0.25,6.0,841658927890285,0.0,0.0,0.0,1834.0,5,12-13-2023,4,5,0.0
upwards,0.25,6.0,373455036275630,0.0,0.0,0.0,2061.0,5,12-13-2023,4,5,0.0
upwards,0.25,6.0,477327368780915,0.0,0.0,0.0,2415.0,5,12-13-2023,4,5,0.0
upwards,0.25,6.0,616876846241757,0.0,0.0,0.0,1862.0,5,12-13-2023,4,5,0.0
upwards,0.25,7.0,841658927890285,0.0,0.0,0.0,2409.0,5,12-13-2023,4,5,0.0
upwards,0.25,7.0,373455036275630,0.0,0.0,0.0,3604.0,5,12-13-2023,4,5,0.0
upwards,0.25,7.0,477327368780915,0.0,0.0,0.0,2465.0,5,12-13-2023,4,5,0.0
upwards,0.25,7.0,616876846241757,0.0,0.0,0.0,1365.0,5,12-13-2023,4,5,0.0
upwards,0.25,8.0,841658927890285,0.0,0.0,0.0,2162.0,5,12-13-2023,4,5,0.0
upwards,0.25,8.0,373455036275630,0.0,0.0,0.0,4180.0,5,12-13-2023,4,5,0.0
upwards,0.25,8.0,477327368780915,1.0,1.0,0.0,1700.0,5,12-13-2023,4,5,1.0
upwards,0.25,8.0,616876846241757,0.0,0.0,0.0,1975.0,5,12-13-2023,4,5,0.0
upwards,0.25,9.0,841658927890285,1.0,-1.0,0.0,1419.0,5,12-13-2023,4,5,1.0
upwards,0.25,9.0,373455036275630,1.0,-1.0,0.0,2712.0,5,12-13-2023,4,5,1.0
upwards,0.25,9.0,477327368780915,1.0,-1.0,0.0,1301.0,5,12-13-2023,4,5,1.0
upwards,0.25,9.0,616876846241757,1.0,-1.0,0.0,1003.0,5,12-13-2023,4,5,1.0
upwards,0.25,10.0,841658927890285,0.0,0.0,0.0,799.0,5,12-13-2023,4,5,0.0
upwards,0.25,10.0,373455036275630,1.0,-1.0,0.0,3687.0,5,12-13-2023,4,5,1.0
upwards,0.25,10.0,477327368780915,0.0,0.0,0.0,1863.0,5,12-13-2023,4,5,0.0
upwards,0.25,10.0,616876846241757,1.0,-1.0,0.0,3634.0,5,12-13-2023,4,5,1.0
