treatment,threshold,round,player,decision,score,timeup,time,room,date,num_players,group,choice
upwards,0.3333333333333333,1.0,406360458182849,1.0,-1.0,0.0,5257.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,1.0,679877000681823,1.0,-1.0,0.0,6869.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,1.0,740425726975861,1.0,-1.0,0.0,2654.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,2.0,406360458182849,1.0,-1.0,0.0,1846.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,2.0,679877000681823,1.0,-1.0,0.0,3747.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,2.0,740425726975861,1.0,-1.0,0.0,10059.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,3.0,406360458182849,1.0,1.0,0.0,723.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,3.0,679877000681823,0.0,0.0,0.0,1424.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,3.0,740425726975861,0.0,0.0,0.0,1371.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,4.0,406360458182849,1.0,-1.0,0.0,1206.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,4.0,679877000681823,1.0,-1.0,0.0,1719.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,4.0,740425726975861,1.0,-1.0,0.0,2177.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,5.0,406360458182849,0.0,0.0,0.0,956.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,5.0,679877000681823,0.0,0.0,0.0,1782.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,5.0,740425726975861,1.0,1.0,0.0,939.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,6.0,406360458182849,1.0,-1.0,0.0,650.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,6.0,679877000681823,1.0,-1.0,0.0,1339.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,6.0,740425726975861,0.0,0.0,0.0,3540.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,7.0,406360458182849,1.0,-1.0,0.0,975.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,7.0,679877000681823,1.0,-1.0,0.0,1607.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,7.0,740425726975861,1.0,-1.0,0.0,1399.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,8.0,406360458182849,0.0,0.0,0.0,1329.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,8.0,679877000681823,0.0,0.0,0.0,1700.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,8.0,740425726975861,1.0,1.0,0.0,4729.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,9.0,406360458182849,1.0,-1.0,0.0,646.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,9.0,679877000681823,1.0,-1.0,0.0,1186.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,9.0,740425726975861,0.0,0.0,0.0,1201.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,10.0,406360458182849,0.0,0.0,0.0,716.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,10.0,679877000681823,1.0,-1.0,0.0,2209.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,10.0,740425726975861,1.0,-1.0,0.0,932.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,11.0,406360458182849,0.0,0.0,0.0,3405.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,11.0,679877000681823,1.0,-1.0,0.0,871.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,11.0,740425726975861,1.0,-1.0,0.0,1512.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,12.0,406360458182849,1.0,-1.0,0.0,542.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,12.0,679877000681823,1.0,-1.0,0.0,869.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,12.0,740425726975861,1.0,-1.0,0.0,1253.0,17,12-13-2023,3,17,1.0
upwards,0.3333333333333333,13.0,406360458182849,0.0,0.0,0.0,1134.0,17,12-13-2023,3,17,0.0
upwards,0.3333333333333333,13.0,679877000681823,0.0,0.0,0.0,1423.0,17,12-13-2023,3,17,0.0
